'Time and date','Fp1.','Fp2.','C3.','C4.','P3.','P4.','O1.','O2.'
'[17:42:05.476 11/09/2023]',-2.320224,-2.614841,43.04434,1.341672E-11,2.061563,10.80092,57.43327,61.44772
'[17:42:05.484 11/09/2023]',4.41051,0.3577304,0.9635572,1.341672E-11,1.235619,8.607149,1.924853,-2.587259
'[17:42:05.492 11/09/2023]',-8.540848,3.661828,4.429815,1.341672E-11,0.1969713,13.80962,7.885084,5.726986
'[17:42:05.500 11/09/2023]',-1.15153,-1.986742,2.493966,1.341672E-11,-3.457537,2.355147,1.145852,8.129427
'[17:42:05.508 11/09/2023]',1.792124,1.60128,-38.87252,1.341672E-11,-0.7808721,-3.875325,-61.23603,-60.23915
'[17:42:05.516 11/09/2023]',-0.3574409,-1.080002,-18.31129,1.341672E-11,1.363564,-1.23598,-24.81555,-51.20525
'[17:42:05.524 11/09/2023]',0.0229218,0.1623434,-4.376361,1.341672E-11,3.430993,2.254308,-4.617468,7.532959
'[17:42:05.532 11/09/2023]',-0.6561334,1.465768,19.93336,1.341672E-11,6.761775,7.686251,27.35728,25.89411
'[17:42:05.540 11/09/2023]',2.65518,1.065758,27.14498,1.341672E-11,9.073858,10.25559,24.32182,37.70031
'[17:42:05.548 11/09/2023]',-1.830273,-0.8022665,-1.513566,1.341672E-11,5.960097,6.566482,-1.56313,6.380579
'[17:42:05.556 11/09/2023]',0.03769571,-7.044164,25.11936,1.341672E-11,3.812632,9.175499,33.5066,25.86292
'[17:42:05.564 11/09/2023]',0.8012601,-1.408071,10.60493,1.341672E-11,7.353727,2.979199,11.01268,17.30802
'[17:42:05.572 11/09/2023]',-2.081215,-0.1129648,24.14087,1.341672E-11,5.322002,5.636081,25.17979,14.76664
'[17:42:05.580 11/09/2023]',0.7635387,0.4602304,-12.10906,1.341672E-11,1.012603,-0.7719287,-10.60264,2.302497
'[17:42:05.588 11/09/2023]',-1.676027,-0.1730118,1.403592,1.341672E-11,1.474107,-0.4014918,26.67049,6.586024
'[17:42:05.596 11/09/2023]',-17.12677,-2.966804,-8.450531,1.341672E-11,6.734213,-0.1761118,-21.11225,-25.11898
'[17:42:05.604 11/09/2023]',7.792798,2.876245,24.02154,1.341672E-11,-3.23608,2.769342,22.28995,12.61443
'[17:42:05.612 11/09/2023]',-1.88287,0.1438955,15.13476,1.341672E-11,2.159286,-0.1457639,11.40863,18.78511
'[17:42:05.620 11/09/2023]',0.1858516,0.4084189,29.24645,1.341672E-11,7.972838,13.54345,20.52867,23.83872
'[17:42:05.628 11/09/2023]',-1.207476,1.255862,-9.240726,1.341672E-11,-1.377802,-4.35231,-31.9401,-15.00375
'[17:42:05.636 11/09/2023]',0.6782802,-1.710096,-6.369331,1.341672E-11,-6.473085,-10.00602,-14.26284,-11.04261
'[17:42:05.644 11/09/2023]',0.638527,0.7292662,28.02494,1.341672E-11,2.88113,7.515913,35.24594,47.0026
'[17:42:05.652 11/09/2023]',3.527603,0.6142041,15.85067,1.341672E-11,1.127658,8.741076,4.358483,2.596154
'[17:42:05.660 11/09/2023]',3.759207,1.339747,27.61202,1.341672E-11,-0.7769771,10.56199,33.47653,31.38682
'[17:42:05.668 11/09/2023]',-0.9182308,-2.808796,4.317426,1.341672E-11,5.585023,5.244772,-8.682335,-21.89731
'[17:42:05.676 11/09/2023]',-5.364436,-5.135107,-24.5716,1.341672E-11,-9.954194,-9.773787,-21.79797,0.846729
'[17:42:05.684 11/09/2023]',-0.6423649,1.428443,-12.35802,1.341672E-11,-1.099775,-1.39736,-46.32907,-46.67813
'[17:42:05.692 11/09/2023]',-1.887646,3.769465,11.17712,1.341672E-11,2.544183,7.164103,48.08221,45.0269
'[17:42:05.700 11/09/2023]',-2.273498,-2.440676,-30.0974,1.341672E-11,-9.927115,-14.50531,-60.76631,-51.58661
'[17:42:05.708 11/09/2023]',3.575285,7.017578,-33.61683,1.341672E-11,-1.203909,-14.71137,-38.50936,-47.93339
'[17:42:05.716 11/09/2023]',-1.015711,-2.651635,-17.67475,1.341672E-11,-7.320938,-8.181466,-27.95079,-40.73374
'[17:42:05.724 11/09/2023]',-1.394969,-2.829044,2.200306,1.341672E-11,-6.632692,-5.766251,-1.428985,-0.7801864
'[17:42:05.732 11/09/2023]',6.156414,2.897594,-25.6998,1.341672E-11,1.179676,-6.5672,-33.66584,-46.8815
'[17:42:05.740 11/09/2023]',-0.3844646,-0.03429758,-21.5145,1.341672E-11,-5.085983,-5.569365,-23.61603,-23.44836
'[17:42:05.748 11/09/2023]',0.9056075,-1.817044,22.71058,1.341672E-11,-0.08629392,6.230577,24.54608,26.34326
'[17:42:05.756 11/09/2023]',0.02852776,-0.3006343,-1.745056,1.341672E-11,-2.161782,3.824547,7.876867,0.754879
'[17:42:05.764 11/09/2023]',-1.403975,2.112525,-10.03588,1.341672E-11,-4.594139,2.868067,-7.217216,-14.12567
'[17:42:05.772 11/09/2023]',-3.12384,-2.93122,25.00498,1.341672E-11,6.639127,3.964314,22.84399,40.75529
'[17:42:05.780 11/09/2023]',5.941069,6.290892,9.533131,1.341672E-11,7.106448,2.882696,-3.418188,-1.70651
'[17:42:05.788 11/09/2023]',-2.755897,-3.704718,30.74145,1.341672E-11,4.069954,4.131622,40.7374,41.26947
'[17:42:05.796 11/09/2023]',0.3109467,0.9285857,17.419,1.341672E-11,1.772274,3.57084,31.76876,20.87363
'[17:42:05.804 11/09/2023]',-0.3445878,1.008839,-12.73557,1.341672E-11,-4.45165,-3.006044,-6.665083,8.456336
'[17:42:05.812 11/09/2023]',-2.489177,-4.502112,10.95275,1.341672E-11,4.943366,5.648135,61.14055,68.15124
'[17:42:05.820 11/09/2023]',4.117167,1.393268,17.08888,1.341672E-11,2.264517,4.808825,14.9571,7.875425
'[17:42:05.828 11/09/2023]',-0.4083281,-1.989045,-2.995183,1.341672E-11,-4.174357,-2.043143,13.12546,4.171605
'[17:42:05.836 11/09/2023]',-3.764506,-0.5692582,-22.86712,1.341672E-11,-4.761811,-13.9769,-34.39227,-38.0576
'[17:42:05.844 11/09/2023]',0.3154305,-1.536457,-11.98578,1.341672E-11,-5.23802,-6.064502,-29.65088,-39.2952
'[17:42:05.852 11/09/2023]',3.722798,3.475413,6.186649,1.341672E-11,7.015821,6.551673,5.337146,-4.533028
'[17:42:05.860 11/09/2023]',-2.867578,-0.5341963,-14.99576,1.341672E-11,-4.073858,-1.952724,-6.832476,-4.683761
'[17:42:05.868 11/09/2023]',1.499259,-0.8873944,12.66732,1.341672E-11,-3.862983,-0.6793359,11.21499,20.41799
'[17:42:05.876 11/09/2023]',-0.2680477,0.2815755,23.96529,1.341672E-11,4.386872,9.153744,31.1932,32.38341
'[17:42:05.884 11/09/2023]',1.958853,-0.5607791,-28.11476,1.341672E-11,-3.161805,-11.0281,-49.50536,-69.59492
'[17:42:05.892 11/09/2023]',1.564306,-0.1717097,-7.228614,1.341672E-11,1.499876,3.371281,-7.526617,-10.05176
'[17:42:05.900 11/09/2023]',0.9976933,0.4027216,-7.650948,1.341672E-11,-1.947518,-3.991862,-1.257852,-10.24342
'[17:42:05.908 11/09/2023]',-0.7988697,0.1901128,17.61166,1.341672E-11,6.953632,6.350423,31.45855,40.31806
'[17:42:05.916 11/09/2023]',-2.313328,-2.76595,22.90898,1.341672E-11,3.791656,3.247389,42.91601,46.67678
'[17:42:05.924 11/09/2023]',0.8015499,0.9503515,-2.629109,1.341672E-11,4.933311,6.192964,20.68122,1.060144
'[17:42:05.932 11/09/2023]',0.6395674,-1.989653,14.58095,1.341672E-11,1.757947,-0.2749015,8.143665,19.14448
'[17:42:05.940 11/09/2023]',4.783928,10.0337,873.0801,1.341672E-11,-217.8513,23.79408,738.1316,591.4946
'[17:42:05.948 11/09/2023]',-57.02353,-26.24372,-1414.497,1.341672E-11,-447.8851,-486.8036,-864.5597,-1029.921
'[17:42:05.956 11/09/2023]',-33.18293,-13.58028,-1206.536,1.341672E-11,-158.1445,-280.3179,-806.8096,-819.7419
'[17:42:05.964 11/09/2023]',-2.726533,-1.815019,-286.4332,1.341672E-11,21.90088,-33.48746,-212.5375,-189.254
'[17:42:05.972 11/09/2023]',-0.6088987,0.2659655,-1.82205,1.341672E-11,20.19923,11.84778,2.258359,16.57621
'[17:42:05.980 11/09/2023]',-6.211214,-3.697748,-263.1953,1.341672E-11,-12.23826,-47.77272,-167.4934,-157.6847
'[17:42:05.988 11/09/2023]',-1.050064,-1.752224,-169.6395,1.341672E-11,47.42833,-4.14636,-145.4555,-111.2631
'[17:42:05.996 11/09/2023]',18.13951,9.275376,458.1731,1.341672E-11,143.3275,152.9549,309.216,351.7083
'[17:42:06.004 11/09/2023]',18.02192,7.091761,777.7296,1.341672E-11,111.6741,193.0342,542.1835,556.116
'[17:42:06.012 11/09/2023]',1.363325,1.43965,413.4744,1.341672E-11,-43.3185,43.95288,320.0832,270.432
'[17:42:06.020 11/09/2023]',-14.97119,-6.233156,-342.3947,1.341672E-11,-156.9747,-142.6387,-186.3875,-227.8493
'[17:42:06.028 11/09/2023]',-20.49833,-7.318691,-751.0676,1.341672E-11,-123.1711,-191.7991,-497.9458,-538.0453
'[17:42:06.036 11/09/2023]',-5.325338,-1.127155,-439.106,1.341672E-11,9.21067,-69.64548,-346.8808,-322.0455
'[17:42:06.044 11/09/2023]',13.24084,3.608871,194.4397,1.341672E-11,113.4016,90.84743,107.0419,156.4213
'[17:42:06.052 11/09/2023]',14.7925,6.885763,523.1674,1.341672E-11,102.4663,140.2988,341.4436,357.5654
'[17:42:06.060 11/09/2023]',5.879904,3.33626,317.6504,1.341672E-11,4.20997,54.17408,232.0319,216.9417
'[17:42:06.068 11/09/2023]',-8.811093,-5.490549,-92.67004,1.341672E-11,-64.43414,-50.51438,-66.08459,-102.0063
'[17:42:06.076 11/09/2023]',-7.11977,-2.851443,-269.8042,1.341672E-11,-61.63608,-78.88374,-184.7394,-189.0698
'[17:42:06.084 11/09/2023]',-7.089816,-2.446499,-196.3422,1.341672E-11,-9.930337,-33.84657,-137.0515,-128.2756
'[17:42:06.092 11/09/2023]',-2.501861,-0.3369084,-50.30904,1.341672E-11,13.97971,-2.075428,-67.20544,-63.76479
'[17:42:06.100 11/09/2023]',6.775138,2.465929,146.186,1.341672E-11,30.46565,39.74368,118.8296,115.2109
'[17:42:06.108 11/09/2023]',1.264507,1.353434,72.38416,1.341672E-11,11.47202,16.55474,50.64779,54.46154
'[17:42:06.116 11/09/2023]',-2.764071,-2.782264,-28.74107,1.341672E-11,-10.74641,-15.92946,-59.92958,-48.69008
'[17:42:06.124 11/09/2023]',2.422589,-0.3301151,-14.45397,1.341672E-11,-1.958692,-3.33286,-26.94035,-14.98278
'[17:42:06.132 11/09/2023]',3.199384,0.1576398,-7.154334,1.341672E-11,-1.126818,-2.61129,-0.3148206,-3.013763
'[17:42:06.140 11/09/2023]',1.676147,-0.7106462,-2.957595,1.341672E-11,-0.05159735,-1.848758,4.211026,-5.848899
'[17:42:06.148 11/09/2023]',-0.6882054,-1.660472,-54.77549,1.341672E-11,-5.357221,-14.02056,-66.52168,-64.61843
'[17:42:06.156 11/09/2023]',-0.1781406,-0.7865531,-9.334947,1.341672E-11,-3.11005,0.02885404,-8.669736,-28.30721
'[17:42:06.164 11/09/2023]',-10.76924,-3.470275,-17.32187,1.341672E-11,4.037812,1.267175,7.680595,3.980115
'[17:42:06.172 11/09/2023]',1.132365,-0.4495451,19.70265,1.341672E-11,13.28367,9.761249,-9.478724,14.03827
'[17:42:06.180 11/09/2023]',-1.514475,-0.8152328,37.21797,1.341672E-11,0.08934394,1.746812,15.41957,28.19584
'[17:42:06.188 11/09/2023]',-0.3963488,-0.4901403,22.61289,1.341672E-11,-4.172911,2.974246,30.45217,33.08502
'[17:42:06.196 11/09/2023]',-3.013924,-4.03721,2.038304,1.341672E-11,-1.289878,-0.6711286,19.16922,22.15423
'[17:42:06.204 11/09/2023]',7.040961,5.069998,-10.67343,1.341672E-11,4.263928,1.281494,-5.603564,-19.3265
'[17:42:06.212 11/09/2023]',2.653985,1.386111,-19.76216,1.341672E-11,3.722174,-2.659643,-24.54813,-14.06995
'[17:42:06.220 11/09/2023]',4.646065,2.933303,47.82786,1.341672E-11,3.376691,7.610743,57.69413,55.11254
'[17:42:06.228 11/09/2023]',0.3561053,-1.421875,18.14828,1.341672E-11,6.594751,3.744782,13.62719,31.98754
'[17:42:06.236 11/09/2023]',0.01060157,0.1089764,37.59586,1.341672E-11,11.57896,13.68151,58.74389,73.59532
'[17:42:06.244 11/09/2023]',-1.525049,-0.4969058,-17.58036,1.341672E-11,-11.86467,-11.07517,-32.63267,-43.53706
'[17:42:06.252 11/09/2023]',-1.186072,-2.820563,10.52732,1.341672E-11,3.29403,5.674202,10.83053,20.87469
'[17:42:06.260 11/09/2023]',5.404906,0.7493044,-31.66221,1.341672E-11,-5.802702,-12.72609,-29.70848,-32.76158
'[17:42:06.268 11/09/2023]',0.6026266,1.685228,15.68782,1.341672E-11,5.294867,10.70133,49.25157,54.11754
'[17:42:06.276 11/09/2023]',-4.414056,-0.8850862,-32.40787,1.341672E-11,-11.58839,-12.71547,-42.19215,-45.91903
'[17:42:06.284 11/09/2023]',0.4581706,0.9655126,16.81518,1.341672E-11,0.7048931,2.296463,26.33077,27.55395
'[17:42:06.292 11/09/2023]',-1.792392,-1.098812,5.363645,1.341672E-11,-1.381691,0.7662176,-11.31107,-5.18159
'[17:42:06.300 11/09/2023]',1.76063,-0.05550167,29.23968,1.341672E-11,5.425195,8.266507,56.22269,42.91476
'[17:42:06.308 11/09/2023]',-3.364472,0.4414831,8.808588,1.341672E-11,0.6572924,1.936333,3.389655,-9.082894
'[17:42:06.316 11/09/2023]',1.856136,-0.889573,14.91248,1.341672E-11,0.3323516,1.286118,32.71222,18.74607
'[17:42:06.324 11/09/2023]',2.78327,-2.078832,9.575969,1.341672E-11,-1.656967,1.974907,20.25273,19.00561
'[17:42:06.332 11/09/2023]',2.710242,-1.392296,23.27338,1.341672E-11,5.337328,4.779732,25.80846,16.41475
'[17:42:06.340 11/09/2023]',-2.776135,-3.750044,-21.65498,1.341672E-11,4.267612,0.03841313,-35.75487,-42.5931
'[17:42:06.348 11/09/2023]',1.478783,2.89546,-3.757481,1.341672E-11,-0.7050556,3.792299,-4.685277,-5.894589
'[17:42:06.356 11/09/2023]',1.195695,1.043072,-4.275129,1.341672E-11,-3.252894,-1.627246,-12.89382,-17.06153
'[17:42:06.364 11/09/2023]',-0.7952532,0.443148,6.933517,1.341672E-11,0.9029663,3.23627,13.53351,26.64123
'[17:42:06.372 11/09/2023]',3.24113,0.07625942,18.35781,1.341672E-11,6.304122,8.911539,6.830573,10.58996
'[17:42:06.380 11/09/2023]',4.167156,2.14988,29.55632,1.341672E-11,1.295567,4.672936,47.70245,45.42355
'[17:42:06.388 11/09/2023]',1.541581,-0.9257336,17.95133,1.341672E-11,13.63822,14.77851,31.97743,32.59923
'[17:42:06.396 11/09/2023]',0.6753157,1.627102,-1.974529,1.341672E-11,-1.822054,-5.890422,-9.673141,-10.24199
'[17:42:06.404 11/09/2023]',1.111719,0.6483474,19.49711,1.341672E-11,7.166775,6.717616,25.50795,24.32218
'[17:42:06.412 11/09/2023]',-2.061429,-4.626729,-7.890192,1.341672E-11,-2.257756,-1.174511,-2.732187,-3.91705
'[17:42:06.420 11/09/2023]',-3.78206,-2.049913,-9.043969,1.341672E-11,5.147378,4.241928,-12.05995,-26.57388
'[17:42:06.428 11/09/2023]',-0.8802063,-0.1272698,19.35265,1.341672E-11,2.862121,4.557223,4.810143,20.29546
'[17:42:06.436 11/09/2023]',0.7818623,0.6463541,-12.37435,1.341672E-11,-4.272024,-5.460927,-34.60243,-25.22478
'[17:42:06.444 11/09/2023]',-2.979202,-1.624387,-23.94561,1.341672E-11,-11.58559,-12.0007,-13.53267,-21.30483
'[17:42:06.452 11/09/2023]',0.2406789,1.500053,25.02334,1.341672E-11,2.122949,4.602271,21.34933,28.45759
'[17:42:06.460 11/09/2023]',-0.2013769,0.9465486,-7.788567,1.341672E-11,4.347391,-0.3684632,12.72199,19.32956
'[17:42:06.468 11/09/2023]',2.342813,0.04578898,-4.190609,1.341672E-11,1.794423,-0.8534839,8.991506,9.928857
'[17:42:06.476 11/09/2023]',2.065376,1.755788,11.68893,1.341672E-11,10.75165,10.02308,13.40132,8.920915
'[17:42:06.484 11/09/2023]',-1.203645,1.103097,9.335926,1.341672E-11,1.994289,2.312251,-2.711502,4.307406
'[17:42:06.492 11/09/2023]',-0.1189825,1.972097,18.74622,1.341672E-11,0.9079466,0.7827675,10.1423,11.32596
'[17:42:06.500 11/09/2023]',-3.712746,-3.325711,15.43856,1.341672E-11,7.607898,13.84665,33.65711,30.03319
'[17:42:06.508 11/09/2023]',-0.9441821,-1.216391,-11.34133,1.341672E-11,0.001964421,-5.881567,-39.01533,-32.87428
'[17:42:06.516 11/09/2023]',-0.6001806,0.3362269,23.26901,1.341672E-11,7.617677,8.144428,2.752991,14.82401
'[17:42:06.524 11/09/2023]',0.6481294,3.05153,-5.838379,1.341672E-11,0.2178133,0.1679409,23.57442,-0.3574984
'[17:42:06.532 11/09/2023]',3.7328,2.512326,11.59137,1.341672E-11,7.03766,6.038065,5.656066,0.1752226
'[17:42:06.540 11/09/2023]',-0.734489,-1.206226,-9.748931,1.341672E-11,1.627374,-2.923331,-27.8582,-30.37893
'[17:42:06.548 11/09/2023]',-5.275024,-5.502092,-28.58804,1.341672E-11,-13.32249,-11.21142,-38.61835,-56.99833
'[17:42:06.556 11/09/2023]',2.710757,1.048369,-13.32784,1.341672E-11,-1.361023,-2.590943,-18.54185,-10.37902
'[17:42:06.564 11/09/2023]',-0.2478264,0.2374425,18.55552,1.341672E-11,-0.6908618,7.372592,22.52608,25.64012
'[17:42:06.572 11/09/2023]',-4.10259,-1.206933,-12.20724,1.341672E-11,-0.8383734,-6.898136,-17.04725,-15.88423
'[17:42:06.580 11/09/2023]',-0.2712389,0.1135426,0.5151522,1.341672E-11,-1.643982,3.848233,-6.918114,-5.165351
'[17:42:06.588 11/09/2023]',3.812658,-1.25979,-29.54624,1.341672E-11,-0.2567638,-7.586515,-58.33675,-67.07828
'[17:42:06.596 11/09/2023]',-0.7306178,-0.06602378,16.85664,1.341672E-11,-4.249541,-2.369463,19.46162,28.77428
'[17:42:06.604 11/09/2023]',0.913597,0.1288105,11.07922,1.341672E-11,6.835158,9.859472,14.35848,12.13515
'[17:42:06.612 11/09/2023]',5.924178,3.151706,13.72567,1.341672E-11,0.07185575,2.192236,5.361688,-3.399002
'[17:42:06.620 11/09/2023]',-1.76865,-1.883031,13.19431,1.341672E-11,-7.235121,-2.446104,24.68207,24.45062
'[17:42:06.628 11/09/2023]',0.7746192,-3.505423,8.823196,1.341672E-11,7.328692,2.962252,-5.939903,-4.788077
'[17:42:06.636 11/09/2023]',1.720402,2.385377,-35.08381,1.341672E-11,-5.509063,-4.908669,-28.14729,-42.51339
'[17:42:06.644 11/09/2023]',-1.133453,-1.040415,25.51529,1.341672E-11,-0.3928491,8.744267,31.50869,17.86307
'[17:42:06.652 11/09/2023]',0.609859,2.199294,11.26895,1.341672E-11,-0.2254369,3.587152,16.21895,22.01361
'[17:42:06.660 11/09/2023]',0.05738238,0.2207033,-31.03867,1.341672E-11,1.093713,-9.621082,-40.56734,-43.31223
'[17:42:06.668 11/09/2023]',-23.84982,-2.349823,-225.9511,1.341672E-11,-414.4601,-263.4122,16.38622,-168.2458
'[17:42:06.676 11/09/2023]',-85.43153,-35.34723,-2079.453,1.341672E-11,-455.8641,-594.1121,-1362.314,-1491.856
'[17:42:06.684 11/09/2023]',-20.10671,-12.15221,-1085.498,1.341672E-11,-71.22173,-218.2731,-738.598,-717.2158
'[17:42:06.692 11/09/2023]',7.990953,4.689248,-46.72789,1.341672E-11,72.83098,34.73204,-41.19736,-20.37547
'[17:42:06.700 11/09/2023]',2.984927,0.4659269,40.73457,1.341672E-11,18.56811,17.98591,29.66587,55.94809
'[17:42:06.708 11/09/2023]',-0.2813033,-0.8536742,-238.2051,1.341672E-11,2.373688,-39.69958,-203.876,-195.3315
'[17:42:06.716 11/09/2023]',8.366514,2.709484,42.87709,1.341672E-11,91.02515,61.58184,-3.717335,39.41621
'[17:42:06.724 11/09/2023]',20.41184,7.290445,653.2338,1.341672E-11,150.1171,194.6161,435.8017,459.7371
'[17:42:06.732 11/09/2023]',15.22385,6.574031,753.1083,1.341672E-11,59.77056,155.1182,514.0391,492.9276
'[17:42:06.740 11/09/2023]',-7.097198,-3.170553,81.45968,1.341672E-11,-117.8384,-53.68683,70.12844,16.06041
'[17:42:06.748 11/09/2023]',-24.25264,-9.989449,-652.046,1.341672E-11,-174.4114,-207.7634,-407.3353,-476.8022
'[17:42:06.756 11/09/2023]',-19.57431,-12.58962,-766.5609,1.341672E-11,-83.01856,-170.0378,-518.451,-518.4749
'[17:42:06.764 11/09/2023]',1.439408,-1.631371,-225.5558,1.341672E-11,58.07547,-3.559422,-191.218,-158.5306
'[17:42:06.772 11/09/2023]',14.29715,7.937526,411.493,1.341672E-11,128.2083,143.7034,228.2232,290.133
'[17:42:06.780 11/09/2023]',15.10403,5.779757,566.8613,1.341672E-11,76.91789,136.243,426.4178,444.4734
'[17:42:06.788 11/09/2023]',0.2859318,0.2538011,158.8345,1.341672E-11,-36.34274,0.5069721,81.59074,60.82969
'[17:42:06.796 11/09/2023]',-6.399605,-0.7728657,-217.4104,1.341672E-11,-73.36203,-77.89059,-124.8213,-142.9641
'[17:42:06.804 11/09/2023]',-8.023236,-6.446887,-268.0386,1.341672E-11,-45.75428,-65.06702,-131.5228,-146.9909
'[17:42:06.812 11/09/2023]',-2.100943,-0.6086808,-145.6512,1.341672E-11,4.250124,-21.25866,-136.4165,-111.4369
'[17:42:06.820 11/09/2023]',5.316286,2.658785,91.8446,1.341672E-11,29.58592,36.54446,60.22977,76.14761
'[17:42:06.828 11/09/2023]',-0.604961,4.134253,130.8592,1.341672E-11,21.99942,33.45476,78.84863,76.13698
'[17:42:06.836 11/09/2023]',-0.3395181,-1.118834,25.46241,1.341672E-11,-5.244101,3.035784,23.94872,27.00609
'[17:42:06.844 11/09/2023]',-3.019725,-2.191795,-18.34283,1.341672E-11,-8.83536,-7.843014,-9.640988,-23.49342
'[17:42:06.852 11/09/2023]',0.6787686,2.579279,-23.86702,1.341672E-11,7.224282,2.982305,-27.53854,-22.85537
'[17:42:06.860 11/09/2023]',0.7282148,0.1881215,12.61727,1.341672E-11,5.00401,7.053527,-4.121469,-10.01862
'[17:42:06.868 11/09/2023]',-1.32317,3.806229,-26.16274,1.341672E-11,0.5987402,-6.244993,-27.38508,-10.51279
'[17:42:06.876 11/09/2023]',-7.611578,-5.990392,-15.63661,1.341672E-11,-2.101936,-0.8798695,22.30781,21.36449
'[17:42:06.884 11/09/2023]',-0.1866808,0.9894297,2.290885,1.341672E-11,3.387033,-2.784238,-24.01356,-21.42233
'[17:42:06.892 11/09/2023]',3.398836,0.8020183,-5.295332,1.341672E-11,1.01486,-6.342426,-19.46853,-15.30619
'[17:42:06.900 11/09/2023]',-1.604077,-3.40817,33.29724,1.341672E-11,8.890069,8.712496,-2.077816,8.985976
'[17:42:06.908 11/09/2023]',3.404668,6.198067,41.2598,1.341672E-11,6.641909,7.879381,38.74751,47.14523
'[17:42:06.916 11/09/2023]',2.030832,2.15959,-21.70246,1.341672E-11,-8.410081,-15.09672,-19.64102,-12.10486
'[17:42:06.924 11/09/2023]',0.6547752,1.260251,-21.27916,1.341672E-11,-5.027824,-5.955267,-24.78434,-27.36077
'[17:42:06.932 11/09/2023]',-1.189399,-1.115371,-36.01565,1.341672E-11,-8.14466,-9.208815,-23.30519,-34.42759
'[17:42:06.940 11/09/2023]',3.513599,1.397374,3.352257,1.341672E-11,-3.450807,1.665134,15.12796,24.4673
'[17:42:06.948 11/09/2023]',0.2943395,0.9679982,53.69177,1.341672E-11,8.948857,15.68576,66.47778,60.2012
'[17:42:06.956 11/09/2023]',-1.0798,1.112873,-14.65942,1.341672E-11,2.655586,1.248897,-14.49761,-11.4398
'[17:42:06.964 11/09/2023]',1.201906,1.298485,31.06456,1.341672E-11,6.48476,8.923024,28.24313,32.24047
'[17:42:06.972 11/09/2023]',-0.1948408,0.661754,-29.69314,1.341672E-11,-10.24108,-8.537124,-27.27199,-41.02306
'[17:42:06.980 11/09/2023]',-0.1596646,0.5776522,-34.60318,1.341672E-11,-8.653757,-17.60944,-38.90564,-34.46294
'[17:42:06.988 11/09/2023]',0.9818183,1.014333,8.982762,1.341672E-11,-2.345052,0.2250844,19.54221,18.69906
'[17:42:06.996 11/09/2023]',-1.478004,-3.292788,-35.62859,1.341672E-11,-7.586982,-11.1567,-18.18319,-14.39763
'[17:42:07.004 11/09/2023]',-3.552925,0.8277906,-30.83294,1.341672E-11,0.4993032,-4.556037,-24.32787,-25.28243
'[17:42:07.012 11/09/2023]',-2.522564,-2.684309,-39.36366,1.341672E-11,-3.945452,-15.04366,-36.44703,-46.43401
'[17:42:07.020 11/09/2023]',1.570932,2.198219,7.212275,1.341672E-11,5.664521,4.609216,13.75828,25.05404
'[17:42:07.028 11/09/2023]',-2.927535,-3.972077,-16.59295,1.341672E-11,-7.384391,-9.489717,-33.65373,-11.49983
'[17:42:07.036 11/09/2023]',-1.030208,-2.258476,0.5430635,1.341672E-11,-2.186876,-7.911816,-25.80375,-24.50652
'[17:42:07.044 11/09/2023]',-0.2314272,-0.6209525,-4.217106,1.341672E-11,-2.205854,-1.001236,-10.9183,-21.30289
'[17:42:07.052 11/09/2023]',-2.807571,-0.5086062,-10.52215,1.341672E-11,-6.268233,-2.900702,9.592229,8.854094
'[17:42:07.060 11/09/2023]',-3.254524,-0.4776219,5.985367,1.341672E-11,-0.06374533,-1.208558,-3.918401,8.480302
'[17:42:07.068 11/09/2023]',0.04782135,0.01648626,18.29498,1.341672E-11,8.747607,8.915913,18.83389,34.01556
'[17:42:07.076 11/09/2023]',3.588971,0.32222,12.94434,1.341672E-11,7.785157,8.991802,19.23749,15.41529
'[17:42:07.084 11/09/2023]',-0.6591226,-0.7532411,-15.68879,1.341672E-11,-3.104734,-3.396849,-23.95522,-24.57265
'[17:42:07.092 11/09/2023]',-3.923653,1.715759,-8.034635,1.341672E-11,-5.800922,-3.65642,7.488522,1.262802
'[17:42:07.100 11/09/2023]',-0.2702766,0.6101124,-5.961597,1.341672E-11,3.51663,7.755774,-4.044678,4.294744
'[17:42:07.108 11/09/2023]',-2.465542,-1.061334,-3.540047,1.341672E-11,1.680441,2.25671,11.30951,1.388365
'[17:42:07.116 11/09/2023]',-1.021232,0.6638123,40.52847,1.341672E-11,9.222725,10.64777,42.19861,45.14533
'[17:42:07.124 11/09/2023]',3.743072,1.948809,15.66487,1.341672E-11,5.834448,7.240642,8.17901,17.32307
'[17:42:07.132 11/09/2023]',-6.479312,-5.727453,-21.781,1.341672E-11,-7.585492,-10.40343,-21.24966,-26.57091
'[17:42:07.140 11/09/2023]',1.400834,0.01528468,9.626755,1.341672E-11,-0.06131876,-1.582283,17.81706,12.00832
'[17:42:07.148 11/09/2023]',-0.3850642,-1.429854,-31.46759,1.341672E-11,-0.783772,-16.29224,-44.89971,-32.34216
'[17:42:07.156 11/09/2023]',7.987934,4.829569,-35.98138,1.341672E-11,-8.415466,-6.439865,-41.41317,-47.18425
'[17:42:07.164 11/09/2023]',4.276256,-0.3610376,25.88151,1.341672E-11,-1.164571,4.683026,21.29477,10.10229
'[17:42:07.172 11/09/2023]',1.528349,3.377483,-14.59171,1.341672E-11,9.897145,1.754003,-23.12876,-10.92103
'[17:42:07.180 11/09/2023]',-4.671015,-4.348882,-4.69558,1.341672E-11,2.456881,-2.506478,1.679227,-1.888718
