Time and date,Fp1,Fp2,F3,F4,T7,T8,F7,F8,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Battery,Event
[12:38:24.624 29/11/2023],-189876,-108393.8,-141542.7,-203851.9,-181225.1,-175496.1,-197430.8,-153642.7,0.03,0.00,1.02,-4,-2,-4,89,0
[12:38:24.628 29/11/2023],-189865.4,-108385.1,-141538.3,-203843.1,-181216,-175475.8,-197421.3,-153638.5,0.03,0.00,1.02,-4,-2,-4,89,0
[12:38:24.632 29/11/2023],-189845.2,-108375.3,-141526.9,-203827.4,-181228.4,-175466.9,-197411.1,-153637.2,0.03,0.00,1.02,-4,-2,-4,89,0
[12:38:24.636 29/11/2023],-189860.7,-108383.5,-141528.7,-203827.9,-181226.4,-175502.4,-197419,-153646.2,0.03,0.00,1.02,-4,-2,-4,89,0
[12:38:24.640 29/11/2023],-189886,-108388,-141535.8,-203836.4,-181221.1,-175507.8,-197422,-153647.9,0.03,0.00,1.02,-4,-2,-4,89,0
[12:38:24.644 29/11/2023],-189892.3,-108383.2,-141531.2,-203838.8,-181209.9,-175489.4,-197419.6,-153637.3,0.03,0.00,1.02,-4,-2,-4,89,0
[12:38:24.648 29/11/2023],-189869.2,-108369.5,-141512.1,-203821.6,-181200,-175459.7,-197405.9,-153618.1,0.03,0.00,1.02,-4,-2,-4,89,0
[12:38:24.652 29/11/2023],-189843.2,-108346.5,-141496,-203801.3,-181197,-175451.9,-197390.8,-153605,0.03,0.00,1.02,-4,-2,-4,89,0
[12:38:24.656 29/11/2023],-189833.2,-108332.3,-141493.4,-203799.8,-181175.9,-175450.9,-197389.7,-153602.9,0.03,0.00,1.02,-4,-2,-4,89,0
[12:38:24.660 29/11/2023],-189845.1,-108367.6,-141515,-203825.7,-181187.2,-175475.8,-197404.9,-153615.8,0.03,-0.02,1.02,-4,-2,-4,89,0
[12:38:24.664 29/11/2023],-189847.9,-108380.1,-141516.7,-203830.5,-181208.5,-175474.5,-197401.1,-153618.9,0.03,-0.02,1.02,-4,-2,-4,89,0
[12:38:24.668 29/11/2023],-189829.3,-108357.8,-141485.6,-203806.1,-181175.5,-175444.7,-197380.3,-153598.3,0.03,-0.02,1.02,-4,-2,-4,89,0
[12:38:24.672 29/11/2023],-189844.8,-108370.5,-141500.5,-203803,-181186.8,-175445,-197393,-153600.4,0.03,-0.02,1.02,-4,-2,-4,89,0
[12:38:24.676 29/11/2023],-189871.3,-108393.6,-141524.4,-203818.6,-181214.8,-175454.9,-197413.1,-153619.3,0.03,-0.02,1.02,-4,-2,-4,89,0
[12:38:24.680 29/11/2023],-189879.5,-108400.5,-141535.1,-203835.3,-181231.8,-175468.3,-197422.4,-153635.7,0.03,-0.02,1.02,-4,-2,-4,89,0
[12:38:24.684 29/11/2023],-189865.9,-108390.8,-141516.9,-203826,-181200.8,-175466.6,-197412.6,-153629.7,0.03,-0.02,1.02,-4,-2,-4,89,0
[12:38:24.688 29/11/2023],-189860.8,-108380.9,-141510.5,-203816.3,-181196.3,-175467.7,-197401.9,-153622.4,0.03,-0.02,1.02,-4,-2,-4,89,0
[12:38:24.692 29/11/2023],-189862.6,-108379.2,-141509.4,-203823.8,-181193.8,-175470.8,-197405.5,-153619.1,0.03,-0.02,1.02,-4,-2,-4,89,0
[12:38:24.696 29/11/2023],-189864.3,-108387.2,-141513,-203828.6,-181186,-175467.1,-197405.2,-153624.4,0.05,0.00,1.02,-4,-2,-4,89,0
[12:38:24.700 29/11/2023],-189846.8,-108372.7,-141506.5,-203815.5,-181178.2,-175453.1,-197391,-153612.5,0.05,0.00,1.02,-4,-2,-4,89,0
[12:38:24.704 29/11/2023],-189842.6,-108363.5,-141499.8,-203806.4,-181174,-175460.5,-197389.5,-153603.4,0.05,0.00,1.02,-4,-2,-4,89,0
[12:38:24.708 29/11/2023],-189854.1,-108365.1,-141505.4,-203810.3,-181190.7,-175464.3,-197399,-153608.2,0.05,0.00,1.02,-4,-2,-4,89,0
[12:38:24.712 29/11/2023],-189858.6,-108387.9,-141509,-203824.2,-181211.5,-175492.1,-197404.5,-153615.9,0.05,0.00,1.02,-4,-2,-4,89,0
[12:38:24.716 29/11/2023],-189841,-108395,-141509.7,-203814.1,-181199.4,-175470.1,-197394.7,-153606.9,0.05,0.00,1.02,-4,-2,-4,89,0
[12:38:24.720 29/11/2023],-189831.2,-108377.4,-141493.9,-203804.5,-181180.5,-175457.8,-197386.1,-153600.1,0.05,0.00,1.02,-4,-2,-4,89,0
[12:38:24.724 29/11/2023],-189862.9,-108398.3,-141517.1,-203826.3,-181194.4,-175468.2,-197412.3,-153626.3,0.05,0.00,1.02,-4,-2,-4,89,0
[12:38:24.728 29/11/2023],-189854.4,-108406.9,-141516.4,-203822.8,-181194.8,-175478.3,-197407.6,-153623.4,0.05,0.00,1.02,-4,-2,-4,89,0
[12:38:24.732 29/11/2023],-189844.2,-108406.1,-141509.9,-203818.2,-181192.1,-175482.7,-197395.9,-153616.6,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:24.736 29/11/2023],-189847.3,-108400.4,-141505.8,-203815.7,-181189.2,-175488.3,-197383.9,-153620.3,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:24.740 29/11/2023],-189870,-108423,-141518.2,-203829,-181190.7,-175497,-197397.1,-153631.5,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:24.744 29/11/2023],-189880.9,-108430.9,-141534.7,-203844.5,-181199.6,-175483.3,-197422.3,-153628.5,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:24.748 29/11/2023],-189861.5,-108394.5,-141510,-203817.8,-181182,-175464,-197402.6,-153593,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:24.752 29/11/2023],-189846,-108379,-141489.9,-203797.9,-181163.1,-175461.6,-197381.9,-153580.2,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:24.756 29/11/2023],-189862.6,-108398.9,-141507.6,-203812.8,-181166.4,-175468.4,-197395.8,-153601.8,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:24.760 29/11/2023],-189885,-108417.4,-141522.4,-203833.1,-181186.7,-175482.4,-197413.9,-153624.2,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:24.764 29/11/2023],-189876.1,-108397.3,-141513.2,-203825.6,-181182.7,-175487.8,-197404.9,-153618,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:24.768 29/11/2023],-189846.1,-108399.2,-141500.4,-203811.9,-181170,-175481.3,-197389.5,-153610.2,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:24.772 29/11/2023],-189849.3,-108423.6,-141521.7,-203828.5,-181181.7,-175481.6,-197406.8,-153631.5,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:24.776 29/11/2023],-189848.6,-108427.4,-141526,-203838.8,-181176.2,-175485.8,-197408.4,-153626.2,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:24.780 29/11/2023],-189856.7,-108425.5,-141524.1,-203837.6,-181183.7,-175491.9,-197407.8,-153625.5,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:24.784 29/11/2023],-189860.5,-108423.6,-141523.7,-203828.3,-181200.4,-175490,-197408.4,-153623.5,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:24.788 29/11/2023],-189858.3,-108422.1,-141518,-203822.6,-181219,-175500,-197406.2,-153622.7,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:24.792 29/11/2023],-189848.4,-108416.3,-141507.4,-203818.4,-181192.9,-175498.3,-197401.5,-153618.5,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:24.796 29/11/2023],-189848.7,-108418.5,-141505,-203829.6,-181183.9,-175485.3,-197402.6,-153621.1,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:24.800 29/11/2023],-189861.3,-108419.3,-141507.4,-203817.9,-181176.1,-175467.5,-197399.5,-153626.3,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:24.804 29/11/2023],-189855.9,-108406.4,-141506,-203793.7,-181154.7,-175473.5,-197388.3,-153617.4,0.05,0.00,1.00,-4,-2,-4,87,0
[12:38:24.808 29/11/2023],-189864.7,-108421.8,-141518.4,-203815.6,-181179.9,-175481.9,-197397.1,-153619.4,0.05,0.00,1.00,-4,-2,-4,87,0
[12:38:24.812 29/11/2023],-189858,-108425.5,-141520.1,-203824.9,-181195.7,-175483.7,-197403.7,-153622.4,0.05,0.00,1.00,-4,-2,-4,87,0
[12:38:24.816 29/11/2023],-189857.7,-108414.1,-141518.2,-203819.8,-181179.9,-175490.7,-197408.2,-153625.2,0.05,0.00,1.00,-4,-2,-4,87,0
[12:38:24.820 29/11/2023],-189845,-108401,-141515.2,-203809.5,-181165.1,-175469.9,-197399.7,-153611.6,0.05,0.00,1.00,-4,-2,-4,87,0
[12:38:24.824 29/11/2023],-189851.9,-108404.8,-141512.5,-203819.7,-181195,-175478.4,-197401.7,-153613.1,0.05,0.00,1.00,-4,-2,-4,87,0
[12:38:24.828 29/11/2023],-189835.9,-108409.7,-141503.7,-203818,-181185.9,-175483.5,-197389.9,-153616.2,0.05,0.00,1.00,-4,-2,-4,87,0
[12:38:24.832 29/11/2023],-189828,-108425.5,-141500.9,-203807.4,-181187.3,-175470.8,-197384.3,-153614,0.05,0.00,1.00,-4,-2,-4,87,0
[12:38:24.836 29/11/2023],-189838.1,-108423,-141491.7,-203792.5,-181171.9,-175465.8,-197378.7,-153599.4,0.05,0.00,1.00,-4,-2,-4,87,0
[12:38:24.840 29/11/2023],-189848.4,-108414.4,-141487.3,-203796.4,-181170.1,-175460.3,-197382.5,-153602.1,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:24.844 29/11/2023],-189865.3,-108434.1,-141499.6,-203818.1,-181186.4,-175462.7,-197397,-153627.9,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:24.848 29/11/2023],-189854.1,-108429.7,-141494.3,-203805.7,-181178.2,-175453.4,-197391.2,-153620.4,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:24.852 29/11/2023],-189819,-108410.5,-141477.9,-203778.7,-181164.4,-175442.2,-197374.8,-153596.8,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:24.856 29/11/2023],-189796.8,-108388.2,-141475.4,-203779.5,-181150.9,-175438.2,-197363.8,-153589.5,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:24.860 29/11/2023],-189814.1,-108394.7,-141480.8,-203797,-181156.8,-175441.5,-197372.4,-153601.3,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:24.864 29/11/2023],-189830.6,-108411.5,-141481.6,-203793,-181156.3,-175458,-197372.5,-153598.6,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:24.868 29/11/2023],-189833.1,-108416.9,-141474.6,-203791.2,-181165.8,-175451.8,-197368.5,-153605,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:24.872 29/11/2023],-189831.9,-108422.8,-141478.8,-203795.2,-181172.5,-175454,-197372.5,-153607.3,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:24.876 29/11/2023],-189843.4,-108436,-141497.5,-203810.4,-181185.1,-175457.3,-197389.9,-153623.9,0.05,0.00,1.00,-4,-2,-4,87,0
[12:38:24.880 29/11/2023],-189853.8,-108441.6,-141500.9,-203812.3,-181183.3,-175438,-197394.6,-153630.7,0.05,0.00,1.00,-4,-2,-4,87,0
[12:38:24.884 29/11/2023],-189822.8,-108419.9,-141458.4,-203791.8,-181166.3,-175432.2,-197375.8,-153610.3,0.05,0.00,1.00,-4,-2,-4,87,0
[12:38:24.888 29/11/2023],-189822.4,-108419.3,-141469.4,-203797.6,-181168.1,-175437,-197360.3,-153592.3,0.05,0.00,1.00,-4,-2,-4,87,0
[12:38:24.892 29/11/2023],-189841,-108435.1,-141484.8,-203808.3,-181184.1,-175457.3,-197375.5,-153611.6,0.05,0.00,1.00,-4,-2,-4,87,0
[12:38:24.896 29/11/2023],-189825.4,-108434.6,-141477.9,-203796.8,-181175.3,-175448.5,-197371.8,-153607.3,0.05,0.00,1.00,-4,-2,-4,87,0
[12:38:24.900 29/11/2023],-189793.1,-108416.4,-141452.9,-203770.6,-181130.9,-175420.2,-197349,-153586.7,0.05,0.00,1.00,-4,-2,-4,87,0
[12:38:24.904 29/11/2023],-189802.2,-108421.4,-141460.9,-203781.9,-181110.8,-175419.7,-197351.8,-153595.6,0.05,0.00,1.00,-4,-2,-4,87,0
[12:38:24.908 29/11/2023],-189812.1,-108423.2,-141483,-203798.1,-181151.7,-175423.5,-197365.4,-153609,0.05,0.00,1.00,-4,-2,-4,87,0
[12:38:24.912 29/11/2023],-189826.1,-108411.4,-141463.4,-203777.5,-181167.8,-175422.7,-197356,-153593.6,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:24.916 29/11/2023],-189826.1,-108413.3,-141452.6,-203766.4,-181160.5,-175414.1,-197351,-153588.7,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:24.920 29/11/2023],-189822.8,-108419.9,-141458.4,-203780.7,-181156.4,-175409.4,-197353.9,-153586.5,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:24.924 29/11/2023],-189822.4,-108419.3,-141469.4,-203797.6,-181168.1,-175437,-197360.3,-153592.3,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:24.928 29/11/2023],-189841,-108435.1,-141484.8,-203808.3,-181184.1,-175457.3,-197375.5,-153611.6,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:24.932 29/11/2023],-189825.4,-108434.6,-141477.9,-203796.8,-181175.3,-175448.5,-197371.8,-153607.3,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:24.936 29/11/2023],-189793.1,-108416.4,-141452.9,-203770.6,-181130.9,-175420.2,-197349,-153586.7,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:24.940 29/11/2023],-189802.2,-108421.4,-141460.9,-203781.9,-181110.8,-175419.7,-197351.8,-153595.6,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:24.944 29/11/2023],-189812.1,-108423.2,-141483,-203798.1,-181151.7,-175423.5,-197365.4,-153609,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:24.948 29/11/2023],-189806.7,-108429.2,-141473.2,-203789,-181185.3,-175442,-197357.3,-153603.3,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:24.952 29/11/2023],-189807.4,-108431.8,-141469.8,-203786.3,-181174.5,-175425.7,-197351.4,-153595.6,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:24.956 29/11/2023],-189831.8,-108440.3,-141482.1,-203799.8,-181168,-175433.1,-197368.8,-153604,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:24.960 29/11/2023],-189848.8,-108442.7,-141484.9,-203801.7,-181172.5,-175446,-197375.4,-153609.9,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:24.964 29/11/2023],-189835.1,-108435.4,-141471.7,-203791.8,-181148.5,-175441.8,-197365,-153599.3,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:24.968 29/11/2023],-189821.6,-108424.6,-141453.5,-203778.2,-181131,-175419,-197346.9,-153580.1,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:24.972 29/11/2023],-189827.9,-108430.7,-141464.4,-203787.8,-181136.6,-175433.3,-197351.4,-153585,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:24.976 29/11/2023],-189844.6,-108459.2,-141488.5,-203799,-181155.7,-175455.9,-197373.7,-153605.6,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:24.980 29/11/2023],-189845.2,-108469.7,-141495.6,-203807.7,-181174.8,-175450.2,-197382.6,-153617,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:24.984 29/11/2023],-189814.4,-108445.2,-141470.8,-203792.6,-181169.3,-175423.7,-197361.7,-153601.9,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:24.988 29/11/2023],-189807.1,-108440.2,-141471.4,-203788.3,-181165.5,-175444.4,-197358.8,-153596.5,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:24.992 29/11/2023],-189824.3,-108469.1,-141497.3,-203810.5,-181162.8,-175453.3,-197379.9,-153619.6,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:24.996 29/11/2023],-189843.1,-108487.7,-141513,-203816.3,-181189,-175456.3,-197392.9,-153634,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:25.000 29/11/2023],-189831.1,-108461.7,-141487.1,-203791.4,-181183.7,-175449,-197372.5,-153616.4,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:25.004 29/11/2023],-189846.7,-108460.5,-141486.8,-203805.8,-181192,-175451.9,-197375.2,-153614.4,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:25.008 29/11/2023],-189865.5,-108478.4,-141498.5,-203820.4,-181198.6,-175451.6,-197386.1,-153623.8,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:25.012 29/11/2023],-189857.9,-108485.2,-141492.6,-203816.2,-181183.1,-175451.2,-197381.4,-153618.1,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:25.016 29/11/2023],-189837.9,-108483.6,-141479.8,-203796.1,-181160.9,-175441.3,-197363.3,-153606.7,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:25.020 29/11/2023],-189835.4,-108494.6,-141489,-203803.3,-181163.2,-175454.1,-197372.4,-153614.5,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:25.024 29/11/2023],-189868.3,-108521.2,-141515.5,-203835.8,-181210,-175468.5,-197404.7,-153642.3,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:25.028 29/11/2023],-189894.5,-108530.1,-141529.1,-203847.1,-181235.6,-175481.3,-197420.3,-153656,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:25.032 29/11/2023],-189858.2,-108503.8,-141508.8,-203819.2,-181212.6,-175463.1,-197397.1,-153627,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:25.036 29/11/2023],-189832.2,-108494.1,-141487.7,-203807.1,-181198.3,-175436.9,-197378.9,-153610.9,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:25.040 29/11/2023],-189851.1,-108506.7,-141510,-203824.9,-181192.2,-175474.1,-197396.4,-153629.1,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:25.044 29/11/2023],-189858.8,-108524.3,-141527.4,-203846.2,-181201.9,-175483.4,-197409.4,-153640.3,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:25.048 29/11/2023],-189842.6,-108512.4,-141507.4,-203838,-181201.7,-175457.9,-197389.8,-153631.5,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:25.052 29/11/2023],-189831.9,-108470.1,-141470.6,-203792.3,-181174.2,-175431.5,-197356.3,-153599.9,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:25.056 29/11/2023],-189838.7,-108466,-141477,-203786.9,-181170.2,-175435.7,-197361.8,-153595.5,0.05,0.02,1.02,-4,-2,-4,87,0
[12:38:25.060 29/11/2023],-189844.8,-108477.8,-141476.3,-203795.6,-181166.2,-175438.9,-197367,-153600,0.05,0.02,1.02,-4,-2,-4,87,0
[12:38:25.064 29/11/2023],-189843.7,-108495.5,-141461.4,-203794.8,-181173.7,-175409,-197358.3,-153591.8,0.05,0.02,1.02,-4,-2,-4,87,0
[12:38:25.068 29/11/2023],-189828.2,-108494.3,-141451,-203780.4,-181155.9,-175418.5,-197345.6,-153577.9,0.05,0.02,1.02,-4,-2,-4,87,0
[12:38:25.072 29/11/2023],-189819,-108494.8,-141462.5,-203789.8,-181163.3,-175433.6,-197352.3,-153590,0.05,0.02,1.02,-4,-2,-4,87,0
[12:38:25.076 29/11/2023],-189823.3,-108505.5,-141481.1,-203803.5,-181184.3,-175439.6,-197365.6,-153606.6,0.05,0.02,1.02,-4,-2,-4,87,0
[12:38:25.080 29/11/2023],-189829.9,-108498.9,-141479,-203801.9,-181178.7,-175438.3,-197361.2,-153601.4,0.05,0.02,1.02,-4,-2,-4,87,0
[12:38:25.084 29/11/2023],-189801.6,-108482.7,-141438.7,-203766,-181142.1,-175406.5,-197316.3,-153574.4,0.05,0.02,1.02,-4,-2,-4,87,0
[12:38:25.088 29/11/2023],-189814.2,-108485.7,-141448.8,-203775.4,-181164,-175404.5,-197326.6,-153582.4,0.05,0.02,1.02,-4,-2,-4,87,0
[12:38:25.092 29/11/2023],-189818.3,-108478.8,-141472.5,-203801,-181163.2,-175439.4,-197347.5,-153602.3,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.096 29/11/2023],-189812.9,-108482.7,-141476,-203800.7,-181167.1,-175416.1,-197348.3,-153594.8,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.100 29/11/2023],-189783.8,-108470.3,-141442.3,-203763.2,-181145.1,-175399,-197324.3,-153569.2,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.104 29/11/2023],-189790.8,-108468.9,-141442.1,-203763.5,-181146.9,-175417,-197325.1,-153575.8,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.108 29/11/2023],-189804.3,-108469.3,-141448.6,-203776.6,-181153.8,-175411.9,-197326.6,-153585.5,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.112 29/11/2023],-189807.5,-108480.4,-141447.7,-203774,-181169.3,-175409.5,-197322.1,-153587.1,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.116 29/11/2023],-189801.8,-108482.2,-141437.7,-203764.5,-181151.1,-175411.3,-197312.8,-153580,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.120 29/11/2023],-189801.6,-108482.7,-141438.7,-203766,-181142.1,-175406.5,-197316.3,-153574.4,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.124 29/11/2023],-189814.2,-108485.7,-141448.8,-203775.4,-181164,-175404.5,-197326.6,-153582.4,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.128 29/11/2023],-189816.4,-108483.6,-141452.8,-203774.6,-181157.9,-175414.2,-197335.4,-153582,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.132 29/11/2023],-189791.3,-108470.9,-141440.4,-203767.1,-181152.4,-175378.1,-197323,-153572,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.136 29/11/2023],-189767.3,-108466.4,-141424.6,-203756.3,-181129.4,-175391.9,-197310.3,-153560.6,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.140 29/11/2023],-189791.6,-108498.2,-141451.5,-203766.7,-181151.8,-175407.7,-197329.7,-153575.3,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.144 29/11/2023],-189823.5,-108508,-141466.2,-203777,-181172.5,-175419.3,-197345.3,-153590.4,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.148 29/11/2023],-189810.9,-108485,-141445.1,-203763.9,-181155.6,-175416.1,-197329,-153576,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.152 29/11/2023],-189798.9,-108469.1,-141432.8,-203742.6,-181135.9,-175390.9,-197314.9,-153567.8,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.156 29/11/2023],-189830.6,-108492.1,-141459.1,-203775.7,-181142.8,-175400.3,-197335.1,-153593.7,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.160 29/11/2023],-189840.4,-108501.7,-141467.2,-203791.6,-181148.1,-175416,-197340.8,-153597.5,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.164 29/11/2023],-189830.4,-108494.3,-141459.8,-203781.8,-181154.7,-175407.3,-197335.6,-153589.8,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:25.168 29/11/2023],-189798.6,-108466.1,-141437.8,-203752.1,-181144.7,-175389.9,-197314.4,-153567.1,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:25.172 29/11/2023],-189810.5,-108496.3,-141456.2,-203766.6,-181148.5,-175407.4,-197330.7,-153585.6,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:25.176 29/11/2023],-189823.1,-108507.9,-141469.7,-203781.3,-181150.6,-175410.7,-197341.5,-153591.2,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:25.180 29/11/2023],-189815.3,-108504.8,-141470.2,-203784,-181154.5,-175415.5,-197339.9,-153594,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:25.184 29/11/2023],-189788.3,-108492,-141452.4,-203766.7,-181145,-175391.6,-197323.8,-153577.1,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:25.188 29/11/2023],-189792.5,-108495.2,-141447.6,-203762.7,-181140.1,-175362.8,-197325.5,-153571.8,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:25.192 29/11/2023],-189809.7,-108508.8,-141454.2,-203766.6,-181147.4,-175403.3,-197333.7,-153588,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:25.196 29/11/2023],-189805.2,-108505,-141459.7,-203775.4,-181159.9,-175414.2,-197334.3,-153589.1,0.05,0.00,1.02,-4,-2,-4,87,0
[12:38:25.200 29/11/2023],-189785.3,-108479.6,-141439.3,-203761.5,-181143.1,-175406,-197309.3,-153565.5,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:25.204 29/11/2023],-189799.3,-108493.9,-141442.3,-203750.8,-181128.3,-175406.8,-197310.1,-153574.6,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:25.208 29/11/2023],-189812.3,-108497.3,-141448.5,-203758.2,-181145.6,-175395.9,-197312.9,-153582.6,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:25.212 29/11/2023],-189834.1,-108503.1,-141457.6,-203792.5,-181157.3,-175395.3,-197326.3,-153594.7,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:25.216 29/11/2023],-189824.4,-108504.7,-141445.9,-203776.3,-181136.6,-175408.3,-197322.5,-153581.9,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:25.220 29/11/2023],-189807.6,-108500.6,-141446.1,-203763.7,-181132.1,-175399.1,-197318.3,-153579.1,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:25.224 29/11/2023],-189805,-108498.5,-141444.7,-203768.3,-181145.5,-175394.5,-197318.1,-153579.7,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:25.228 29/11/2023],-189799.3,-108503.1,-141453.5,-203769.4,-181150.2,-175398.5,-197325.9,-153579.3,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:25.232 29/11/2023],-189782.1,-108494,-141441.3,-203753.5,-181120.9,-175388.7,-197315.7,-153571,0.03,-0.02,1.02,-4,-2,-4,87,0
[12:38:25.236 29/11/2023],-189779.9,-108481.4,-141420.2,-203741.9,-181119.5,-175368.4,-197304,-153558.8,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.240 29/11/2023],-189780.7,-108488.3,-141419.4,-203748.6,-181137.2,-175372.1,-197309.1,-153554.6,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.244 29/11/2023],-189799.1,-108516.3,-141449.9,-203772.1,-181147.4,-175385.5,-197334.2,-153578.6,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.248 29/11/2023],-189799.2,-108495.7,-141426.8,-203743.2,-181127.2,-175395.7,-197319,-153567.4,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.252 29/11/2023],-189784.1,-108457.7,-141396,-203710.6,-181116.7,-175366.7,-197289.7,-153538.2,0.03,0.00,1.02,-4,-2,-4,87,0
[12:38:25.256 29/11/2023],-189798.1,-108472.1,-141421.5,-203743.2,-181122.9,-175370.3,-197303.7,-153554.2,0.03,0.00,1.02,-4,-2,-4,87,0
