Time and date,Fp1,Fp2,F3,F4,T7,T8,F7,F8,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Battery,Event
[15:14:17.072 29/11/2023],-136690.5,-64269.8,-100837,-155386,-79769.71,-106116.7,-134197.9,-101296.5,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.076 29/11/2023],-136675.1,-64260.01,-100818.5,-155385.2,-79770.11,-106104.5,-134188.3,-101295.1,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.080 29/11/2023],-136636.5,-64209.18,-100794,-155341.2,-79746.91,-106076.1,-134177.8,-101261.1,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.084 29/11/2023],-136612.4,-64194.97,-100768.5,-155352.1,-79777.58,-106045.7,-134178.2,-101236.5,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.088 29/11/2023],-136619,-64196.31,-100781.1,-155362.5,-79771,-106058,-134182.2,-101241,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.092 29/11/2023],-136609.8,-64171.14,-100755,-155343.4,-79774.67,-106064.2,-134185.8,-101251.3,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.096 29/11/2023],-136578.2,-64133.9,-100722.2,-155329.4,-79800.28,-106043,-134179.9,-101216.4,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.100 29/11/2023],-136531,-64053.84,-100691.1,-155286.7,-79776.41,-106002,-134148.5,-101170.7,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.104 29/11/2023],-136513.1,-64018.43,-100682.5,-155271.2,-79771.45,-105988.9,-134158.1,-101174.2,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.108 29/11/2023],-136510.9,-64005.69,-100668.9,-155269.2,-79772.52,-105990.8,-134172.6,-101164.8,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.112 29/11/2023],-136481.5,-63975.21,-100633.9,-155259,-79787.19,-105973.5,-134161.3,-101153.7,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.116 29/11/2023],-136445.4,-63943.24,-100612,-155241.3,-79758.27,-105955.2,-134143.3,-101131,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.120 29/11/2023],-136423.7,-63920.49,-100584.3,-155229.1,-79717.13,-105940.6,-134135.9,-101131.5,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.124 29/11/2023],-136415.8,-63896.48,-100574.9,-155215,-79771.09,-105930.2,-134141.2,-101102.4,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.128 29/11/2023],-136396.8,-63873.32,-100547.4,-155212.6,-79774.94,-105924.9,-134144.3,-101094.7,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.132 29/11/2023],-136375.8,-63844.13,-100523.4,-155217.6,-79767.25,-105905.6,-134130.8,-101075.1,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.136 29/11/2023],-136351.7,-63808.59,-100505.8,-155183.2,-79766.71,-105896.5,-134122.9,-101060,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.140 29/11/2023],-136135,-63580.56,-100286.5,-155054.5,-79722.14,-105763.7,-134097.7,-100935.8,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.144 29/11/2023],-136099.5,-63529.78,-100259.1,-155016.1,-79745.48,-105735.9,-134073.5,-100914.9,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.148 29/11/2023],-136070.7,-63508.5,-100211.9,-154991.8,-79735.78,-105709.5,-134061.3,-100885.8,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.152 29/11/2023],-136067.5,-63495.27,-100205.1,-154999,-79737.48,-105697.8,-134066.9,-100868.8,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.156 29/11/2023],-136070.8,-63504.48,-100209.3,-155012.6,-79750.8,-105721,-134079.7,-100884.6,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.160 29/11/2023],-136038.4,-63477.57,-100164.2,-154976.5,-79743.91,-105688.7,-134072.7,-100859.5,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.164 29/11/2023],-135997.1,-63436.75,-100123.5,-154933.2,-79706.59,-105647.6,-134042.9,-100817.6,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.168 29/11/2023],-135996.6,-63444.93,-100127.5,-154947.7,-79720.13,-105659.2,-134056.4,-100829.7,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.172 29/11/2023],-136152,-63595.89,-100321.3,-155074,-79733.72,-105784.2,-134106.3,-100945.9,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.176 29/11/2023],-136135,-63580.56,-100286.5,-155054.5,-79722.14,-105763.7,-134097.7,-100935.8,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.180 29/11/2023],-136099.5,-63529.78,-100259.1,-155016.1,-79745.48,-105735.9,-134073.5,-100914.9,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.184 29/11/2023],-136070.7,-63508.5,-100211.9,-154991.8,-79735.78,-105709.5,-134061.3,-100885.8,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.188 29/11/2023],-136067.5,-63495.27,-100205.1,-154999,-79737.48,-105697.8,-134066.9,-100868.8,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.192 29/11/2023],-136070.8,-63504.48,-100209.3,-155012.6,-79750.8,-105721,-134079.7,-100884.6,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.196 29/11/2023],-136038.4,-63477.57,-100164.2,-154976.5,-79743.91,-105688.7,-134072.7,-100859.5,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.200 29/11/2023],-135997.1,-63436.75,-100123.5,-154933.2,-79706.59,-105647.6,-134042.9,-100817.6,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.204 29/11/2023],-135996.6,-63444.93,-100127.5,-154947.7,-79720.13,-105659.2,-134056.4,-100829.7,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.208 29/11/2023],-135984.8,-63439.12,-100114,-154947.3,-79704.84,-105657.1,-134057.2,-100828.6,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.212 29/11/2023],-135956.1,-63403.49,-100086.5,-154914.1,-79726.7,-105630.9,-134041.3,-100814.4,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.216 29/11/2023],-135929.8,-63381.27,-100056.2,-154891.8,-79703.5,-105604.3,-134032,-100787.9,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.220 29/11/2023],-135925.7,-63386.24,-100049.3,-154883.8,-79714.32,-105597.9,-134045.5,-100796.1,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.224 29/11/2023],-135918.5,-63394.11,-100047.2,-154894.6,-79726.3,-105590.8,-134053.6,-100784.5,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.228 29/11/2023],-135902.2,-63380.2,-100055.9,-154894.1,-79726.52,-105591.8,-134034.8,-100780.7,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.232 29/11/2023],-135862.9,-63334.2,-100017.5,-154847.4,-79718.7,-105576.3,-134030.7,-100769.1,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.236 29/11/2023],-135843.6,-63326.82,-99992.58,-154846.6,-79710.97,-105557.2,-134030.2,-100737.6,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.240 29/11/2023],-135839.7,-63320.57,-99970.59,-154851.8,-79701.36,-105553.3,-134028.8,-100738,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.244 29/11/2023],-135825.1,-63309.79,-99957.53,-154827.7,-79690.36,-105522.4,-134027.8,-100741.4,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.248 29/11/2023],-135810.9,-63307.38,-99956.91,-154818,-79693.8,-105513.6,-134015.6,-100730.9,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.252 29/11/2023],-135794.4,-63299.73,-99933.39,-154796.8,-79692.23,-105499.5,-134016.2,-100724.3,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.256 29/11/2023],-135787.6,-63293.48,-99931.02,-154801.1,-79693.89,-105481.2,-134019.8,-100728.4,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.260 29/11/2023],-135766.6,-63273,-99901.84,-154776.7,-79706.95,-105463.1,-134016.9,-100702.2,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.264 29/11/2023],-135751,-63254.94,-99891.59,-154771.8,-79685.27,-105440.6,-134019.5,-100662.4,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.268 29/11/2023],-135731.7,-63248.68,-99878.63,-154752.1,-79647.22,-105419.7,-133992.4,-100661.5,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.272 29/11/2023],-135732.1,-63254.14,-99868.53,-154750,-79687.99,-105423.6,-134015.7,-100667.4,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.276 29/11/2023],-135723.9,-63259.95,-99853.33,-154753.5,-79674.76,-105412.3,-134021.5,-100670.6,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.280 29/11/2023],-135694,-63246.89,-99834.47,-154731.4,-79702.25,-105378.7,-134000.5,-100649.9,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.284 29/11/2023],-135665.9,-63223.07,-99817.12,-154699.1,-79705.96,-105356.6,-133984.4,-100626.1,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.288 29/11/2023],-135659.4,-63239.92,-99807.87,-154704.7,-79686.88,-105372.2,-133994.5,-100628.6,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.292 29/11/2023],-135649.3,-63223.79,-99793.92,-154703.6,-79701.4,-105361.4,-134002.3,-100614.9,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.296 29/11/2023],-135632.3,-63208.45,-99804.38,-154677.7,-79689.15,-105332.4,-133988.2,-100612.2,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.300 29/11/2023],-135601.2,-63191.24,-99761.82,-154647.3,-79665.02,-105302.5,-133962.8,-100583.8,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.304 29/11/2023],-135590.1,-63192.45,-99751.41,-154653.4,-79672.88,-105301.8,-133992.8,-100586,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.308 29/11/2023],-135559.2,-63204.79,-99755.02,-154641.5,-79643.46,-105304.1,-133968.6,-100621.4,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.312 29/11/2023],-135541.5,-63214.04,-99735.23,-154641.9,-79679.67,-105296.6,-133951.3,-100609.2,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.316 29/11/2023],-135514.5,-63198.75,-99719.98,-154624.7,-79678.42,-105267.9,-133928.6,-100585.8,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.320 29/11/2023],-135491.9,-63183.95,-99724.45,-154610.4,-79648.61,-105260.1,-133925.2,-100558.8,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.324 29/11/2023],-135491.1,-63194.73,-99742.96,-154605.3,-79671.94,-105241.8,-133932.6,-100562.4,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.328 29/11/2023],-135489.4,-63192.49,-99754.54,-154595.8,-79688.48,-105244.8,-133935.6,-100543.5,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.332 29/11/2023],-135486.7,-63192.94,-99758.11,-154581.8,-79678.11,-105247.2,-133931.8,-100540.6,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.336 29/11/2023],-135467.5,-63180.2,-99754.98,-154562.8,-79656.61,-105229.5,-133920.9,-100520.9,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.340 29/11/2023],-135450.5,-63191.29,-99753.1,-154566.6,-79653.7,-105226.1,-133911.4,-100527.7,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.344 29/11/2023],-135437.8,-63175.55,-99752.97,-154551.3,-79661.66,-105210.4,-133916.4,-100492.6,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.348 29/11/2023],-135421,-63162.59,-99772.23,-154541.1,-79661.03,-105199.3,-133912.8,-100487,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.352 29/11/2023],-135397.6,-63156.06,-99752.79,-154519.3,-79656.3,-105179.7,-133898.5,-100456.5,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.356 29/11/2023],-135398.7,-63177.02,-99733.44,-154523.8,-79661.03,-105199.1,-133903.6,-100465.1,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.360 29/11/2023],-135380.8,-63170.18,-99714.21,-154509.4,-79670.69,-105176,-133904.1,-100453.2,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.364 29/11/2023],-135371.8,-63177.79,-99713.81,-154487.8,-79636.09,-105158.3,-133897.7,-100438.9,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.368 29/11/2023],-135365.4,-63180.6,-99714.75,-154482.8,-79637.25,-105149.5,-133895.4,-100436.8,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.372 29/11/2023],-135367.3,-63199.73,-99731.87,-154486.6,-79643.02,-105146.7,-133903,-100445.2,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.376 29/11/2023],-135352.1,-63208.32,-99726.51,-154480.5,-79636.45,-105145.6,-133891.7,-100428.7,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.380 29/11/2023],-135350.4,-63226.51,-99728.38,-154463.9,-79649.01,-105127.3,-133893.3,-100414.8,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.384 29/11/2023],-135335,-63219.4,-99732.36,-154458,-79680.13,-105106,-133892.6,-100386.9,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.388 29/11/2023],-135323.9,-63219.89,-99724.41,-154423.3,-79665.77,-105100.9,-133889,-100378.6,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.392 29/11/2023],-135329.3,-63244.71,-99716.45,-154428.1,-79660.9,-105100,-133891,-100387.9,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.396 29/11/2023],-135324.4,-63252.21,-99735.54,-154424.8,-79649.41,-105095.2,-133882.9,-100367.3,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.400 29/11/2023],-135314.4,-63263.97,-99747.61,-154408,-79651.29,-105072.6,-133877.9,-100362.1,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.404 29/11/2023],-135320.1,-63274.61,-99773.04,-154410.9,-79651.06,-105080.6,-133889,-100354.8,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.408 29/11/2023],-135325.1,-63297.32,-99795.48,-154414.1,-79657.41,-105073.1,-133889.4,-100362.2,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.412 29/11/2023],-135313.8,-63314.13,-99803.76,-154396,-79663.67,-105060,-133891,-100340.7,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.416 29/11/2023],-135304.6,-63314.53,-99852.48,-154399.6,-79658.84,-105057.4,-133886.4,-100309.5,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.420 29/11/2023],-135316.8,-63334.07,-99898.97,-154398.8,-79669.39,-105058.6,-133879.6,-100300.7,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.424 29/11/2023],-135300.4,-63329.91,-99876.17,-154360,-79642.34,-105036.2,-133869.2,-100287.8,0.03,0.02,1.02,-4,-2,-4,87,0
[15:14:17.428 29/11/2023],-135294.9,-63344.93,-99872.38,-154365,-79662.82,-105019.5,-133878.7,-100273.5,0.03,0.02,1.02,-4,-2,-4,87,0
[15:14:17.432 29/11/2023],-135277,-63335.72,-99871.57,-154327.5,-79651.02,-104994,-133854.8,-100232.6,0.03,0.02,1.02,-4,-2,-4,87,0
[15:14:17.436 29/11/2023],-135285.2,-63354.59,-99884.27,-154327.7,-79633.18,-105004.4,-133866,-100232.5,0.03,0.02,1.02,-4,-2,-4,87,0
[15:14:17.440 29/11/2023],-135305.3,-63393.08,-99909.03,-154339,-79636.67,-105000.9,-133878.5,-100241.8,0.03,0.02,1.02,-4,-2,-4,87,0
[15:14:17.444 29/11/2023],-135305,-63405.06,-99916.72,-154341.9,-79634.57,-104993.8,-133870.7,-100214.3,0.03,0.02,1.02,-4,-2,-4,87,0
[15:14:17.448 29/11/2023],-135289.4,-63391.07,-99911.58,-154303.8,-79640.73,-104979.3,-133854.9,-100198.3,0.03,0.02,1.02,-4,-2,-4,87,0
[15:14:17.452 29/11/2023],-135277.4,-63400.27,-99906.35,-154281.4,-79644.49,-104965.1,-133847.7,-100179.5,0.03,0.02,1.02,-4,-2,-4,87,0
[15:14:17.456 29/11/2023],-135290,-63429.33,-99919.13,-154312.2,-79627.82,-104963.6,-133861.4,-100175.6,0.03,0.02,1.02,-4,-2,-4,87,0
[15:14:17.460 29/11/2023],-135285.9,-63426.02,-99920.84,-154294,-79657.45,-104958.2,-133860.7,-100167.2,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.464 29/11/2023],-135262.9,-63410.11,-99904.65,-154260.5,-79643.73,-104934.9,-133835.3,-100125,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.468 29/11/2023],-135267.5,-63433.09,-99909.48,-154269.9,-79631.53,-104937.2,-133839.9,-100127.2,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.472 29/11/2023],-135270.5,-63445.52,-99901.16,-154264.7,-79632.69,-104927,-133837,-100127.6,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.476 29/11/2023],-135266.3,-63454.45,-99898.3,-154242.9,-79628.84,-104920.3,-133833.3,-100103,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.480 29/11/2023],-135262.1,-63474.71,-99910.77,-154253.3,-79630.77,-104913.3,-133827.3,-100092.2,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.484 29/11/2023],-135250.4,-63469.39,-99900.09,-154231.7,-79617.63,-104889.3,-133820.1,-100076.4,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.488 29/11/2023],-135261.2,-63481.5,-99909.03,-154223.4,-79643.33,-104904.6,-133831.4,-100057.8,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.492 29/11/2023],-135268,-63514.18,-99909.21,-154232.4,-79628.76,-104903.2,-133834.7,-100056.3,0.03,0.00,1.02,-4,-2,-4,87,0
[15:14:17.496 29/11/2023],-135278.2,-63519.95,-99931.56,-154227.3,-79644.13,-104902.2,-133843.4,-100056.4,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.500 29/11/2023],-135270.4,-63528.75,-99939.02,-154211.8,-79607.34,-104894.8,-133824.5,-100039.2,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.504 29/11/2023],-135271.6,-63554.1,-99935.95,-154199.5,-79629.47,-104886.5,-133834.5,-100033.6,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.508 29/11/2023],-135282.5,-63587.89,-99943.23,-154226,-79656.7,-104876.6,-133829.7,-100044.1,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.512 29/11/2023],-135283.9,-63588.43,-99951.99,-154203.4,-79626.61,-104866.1,-133833.6,-100012.7,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.516 29/11/2023],-135265.5,-63570.86,-99942.55,-154156.6,-79621.16,-104849.8,-133807.9,-99980.55,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.520 29/11/2023],-135277.6,-63618.02,-99948.1,-154185.5,-79643.64,-104861,-133817.6,-99994.05,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.524 29/11/2023],-135280.9,-63634.65,-99944.39,-154172.6,-79645.48,-104844.4,-133825.7,-99994.19,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.528 29/11/2023],-135274,-63647.53,-99946.31,-154161,-79634.93,-104829.5,-133820.2,-99983.95,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.532 29/11/2023],-135261.5,-63662.95,-99950.6,-154158.5,-79627.82,-104812.9,-133807.4,-99971.39,0.05,0.00,1.00,-4,-2,-4,87,0
[15:14:17.536 29/11/2023],-135266.9,-63692.37,-99964.87,-154167.4,-79625,-104807.1,-133807.9,-99969.02,0.05,0.00,1.00,-4,-2,-4,87,0
[15:14:17.540 29/11/2023],-135283,-63712.3,-99979.66,-154167.1,-79641.14,-104807.8,-133822.4,-99976.84,0.05,0.00,1.00,-4,-2,-4,87,0
[15:14:17.544 29/11/2023],-135282.8,-63731.17,-99979.84,-154150.3,-79633.72,-104788.2,-133814.1,-99960.3,0.05,0.00,1.00,-4,-2,-4,87,0
[15:14:17.548 29/11/2023],-135276.2,-63740.73,-99978.23,-154146.9,-79615.84,-104782.2,-133817.8,-99939.66,0.05,0.00,1.00,-4,-2,-4,87,0
[15:14:17.552 29/11/2023],-135272.6,-63729.92,-99979.26,-154139.1,-79619.73,-104784.3,-133803.4,-99919.89,0.05,0.00,1.00,-4,-2,-4,87,0
[15:14:17.556 29/11/2023],-135281.5,-63764.56,-99981.9,-154137.6,-79645.3,-104779,-133816.3,-99952.08,0.05,0.00,1.00,-4,-2,-4,87,0
[15:14:17.560 29/11/2023],-135298,-63789.15,-99993.92,-154125.8,-79643.42,-104773.7,-133826.1,-99952.84,0.05,0.00,1.00,-4,-2,-4,87,0
[15:14:17.564 29/11/2023],-135292.9,-63795.95,-100003.1,-154117.4,-79636.05,-104763,-133820.7,-99933.04,0.05,0.00,1.00,-4,-2,-4,87,0
[15:14:17.568 29/11/2023],-135261.2,-63795.99,-99986.86,-154097.8,-79612.62,-104738.2,-133793.6,-99914.22,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.572 29/11/2023],-135266.9,-63802.61,-99981.05,-154092.2,-79611.23,-104733.7,-133805.2,-99909.03,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.576 29/11/2023],-135289.8,-63839.31,-100003.3,-154107,-79636.98,-104725.7,-133805.7,-99934.83,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.580 29/11/2023],-135287.6,-63837.88,-99995.17,-154100.3,-79617.09,-104715.1,-133796.6,-99890.52,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.584 29/11/2023],-135266.3,-63829.29,-99954.85,-154054.5,-79590.05,-104684.9,-133780.6,-99868.66,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.588 29/11/2023],-135289.2,-63858.75,-99982.57,-154052.8,-79624.11,-104701.2,-133785.1,-99866.96,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.592 29/11/2023],-135295.2,-63880.3,-99981.77,-154064.4,-79612.53,-104694.3,-133790.7,-99864.91,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.596 29/11/2023],-135282.1,-63894.11,-99983.51,-154054.5,-79622.81,-104676,-133772.6,-99860.98,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.600 29/11/2023],-135269.1,-63899.12,-99979.3,-154043.8,-79599.92,-104643.2,-133773.4,-99840.59,0.05,0.00,1.02,-4,-2,-4,87,0
[15:14:17.604 29/11/2023],-135284.5,-63893.53,-99989.81,-154025.2,-79598.9,-104661.5,-133775.6,-99833.93,0.03,-0.02,1.02,-4,-2,-4,87,0
[15:14:17.608 29/11/2023],-135303.4,-63920.31,-100003.7,-154046,-79599.56,-104673.5,-133777.1,-99820.38,0.03,-0.02,1.02,-4,-2,-4,87,0
[15:14:17.612 29/11/2023],-135312.5,-63939.04,-100004.9,-154045.6,-79600.77,-104667.9,-133783.5,-99826.24,0.03,-0.02,1.02,-4,-2,-4,87,0
[15:14:17.616 29/11/2023],-135303,-63940.47,-99987.58,-154021,-79611.05,-104636.9,-133774.5,-99813.55,0.03,-0.02,1.02,-4,-2,-4,87,0
[15:14:17.620 29/11/2023],-135315,-63971.14,-99997.45,-154023.5,-79600.37,-104640.4,-133773.8,-99809.79,0.03,-0.02,1.02,-4,-2,-4,87,0
[15:14:17.624 29/11/2023],-135343,-64014.14,-100019.8,-154068.2,-79588.13,-104668.6,-133785.3,-99810.68,0.03,-0.02,1.02,-4,-2,-4,87,0
[15:14:17.628 29/11/2023],-135361.7,-64023.35,-100029.5,-154040,-79596.88,-104676.8,-133802,-99812.34,0.03,-0.02,1.02,-4,-2,-4,87,0
[15:14:17.632 29/11/2023],-135334.4,-64012.27,-99971.88,-153995.6,-79626.79,-104624.2,-133770.1,-99744.97,0.03,-0.02,1.02,-4,-2,-4,87,0
[15:14:17.636 29/11/2023],-135334.9,-64042.84,-99984.13,-154010.4,-79612.35,-104622.3,-133772.2,-99746.49,0.03,-0.02,1.02,-4,-2,-4,87,0
[15:14:17.640 29/11/2023],-135341.9,-64064.21,-100002.6,-154004,-79589.91,-104619.8,-133760.8,-99727.94,0.05,-0.02,1.00,-4,-2,-4,87,0
[15:14:17.644 29/11/2023],-135344.6,-64075.48,-99984.89,-153977.5,-79596.8,-104605.4,-133762,-99713.14,0.05,-0.02,1.00,-4,-2,-4,87,0
[15:14:17.648 29/11/2023],-135359.7,-64114.37,-100012.7,-153991.6,-79607.84,-104603.7,-133765.3,-99715.64,0.05,-0.02,1.00,-4,-2,-4,87,0
[15:14:17.652 29/11/2023],-135370.8,-64148.16,-100013.7,-154000.3,-79605.78,-104593.6,-133765.2,-99716.76,0.05,-0.02,1.00,-4,-2,-4,87,0
[15:14:17.656 29/11/2023],-135392.5,-64170.43,-100025.4,-154000.6,-79584.05,-104590.4,-133777.1,-99730.75,0.05,-0.02,1.00,-4,-2,-4,87,0
[15:14:17.660 29/11/2023],-135417.4,-64205.79,-100040.8,-154002,-79614.32,-104596.9,-133794,-99751.23,0.05,-0.02,1.00,-4,-2,-4,87,0
[15:14:17.664 29/11/2023],-135397.8,-64204.85,-100017.8,-153982.5,-79607.08,-104540.8,-133760,-99715.15,0.05,-0.02,1.00,-4,-2,-4,87,0
[15:14:17.668 29/11/2023],-135393.7,-64220.76,-99999.51,-153979.8,-79585.04,-104536.5,-133759.7,-99694.32,0.05,-0.02,1.00,-4,-2,-4,87,0
[15:14:17.672 29/11/2023],-135420.5,-64239.8,-100014,-153976.1,-79613.47,-104558.5,-133774.2,-99706.03,0.05,-0.02,1.00,-4,-2,-4,87,0
[15:14:17.676 29/11/2023],-135436,-64284.33,-100017.4,-153972.2,-79609.89,-104571.8,-133767.9,-99718.33,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.680 29/11/2023],-135443.7,-64304.58,-100030.9,-153974,-79611.41,-104576.3,-133774.9,-99721.05,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.684 29/11/2023],-135434.5,-64299.44,-100021.5,-153951.7,-79577.21,-104546.7,-133762.9,-99705.45,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.688 29/11/2023],-135446.6,-64349.2,-100038,-153982.1,-79569.57,-104546.3,-133760.9,-99701.12,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.692 29/11/2023],-135463.5,-64372.89,-100034.6,-153973.5,-79616.24,-104566.2,-133773.5,-99722.39,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.696 29/11/2023],-135469.2,-64386.84,-100041.9,-153970.8,-79603.73,-104567.8,-133778,-99723.38,0.03,0.00,1.00,-4,-2,-4,87,0
[15:14:17.700 29/11/2023],-135463.1,-64399.44,-100039.1,-153964.2,-79596.98,-104572.1,-133768.1,-99716.76,0.03,0.00,1.00,-4,-2,-4,87,0
