'Time and date','Fp1.','Fp2.','C3.','C4.','P3.','P4.','O1.','O2.'
'[17:15:09.988 26/09/2023]',-4.470649,-6.885798,-8.694739,-1.084677,-1.924268,0.5009337,2.134458,10.92108
'[17:15:09.996 26/09/2023]',-7.10186,-19.99707,6.012693,3.594089,1.698566,-1.272356,6.526667,-11.54586
'[17:15:10.004 26/09/2023]',2.273028,-8.755347,-2.497264,-0.4609587,-1.225041,-11.12196,-12.07805,0.4630294
'[17:15:10.012 26/09/2023]',10.12788,-16.41616,8.470891,5.540037,3.333386,1.397464,-12.26532,22.11565
'[17:15:10.020 26/09/2023]',3.27887,92.65935,1.709381,4.298671,3.591869,1.072422,2.015234,49.39315
'[17:15:10.028 26/09/2023]',7.082721,-1.175973,6.099431,2.736027,0.8833439,-1.684979,5.4986,48.57837
'[17:15:10.036 26/09/2023]',-1.745558,67.25835,5.939129,2.516587,1.968528,-5.62115,5.227763,41.42025
'[17:15:10.044 26/09/2023]',-6.882806,3.937443,-2.078817,-5.736536,-2.016106,-6.308433,0.2604458,-4.019629
'[17:15:10.052 26/09/2023]',-11.30511,-12.11677,-17.95415,-9.491343,-14.77397,-11.50307,-1.054359,-7.078472
'[17:15:10.060 26/09/2023]',1.653906,-5.51311,5.490602,9.951313,3.807573,1.886137,8.565454,29.01894
'[17:15:10.068 26/09/2023]',-0.07438323,-22.2011,7.786662,-1.351829,-0.05863674,-9.960784,-8.169101,-10.64607
'[17:15:10.076 26/09/2023]',1.853233,53.65955,0.5871885,4.849267,-1.103098,3.760416,-12.99686,41.42022
'[17:15:10.084 26/09/2023]',-0.7772892,46.82471,-2.110756,-1.510143,0.02052421,-1.522386,-14.86116,37.70858
'[17:15:10.092 26/09/2023]',0.03324039,-19.51027,-0.05576954,-1.092914,3.734047,6.70785,-19.0171,29.30694
'[17:15:10.100 26/09/2023]',1.967401,3.965245,10.85376,8.713809,3.770683,0.3319663,11.44323,-0.3453371
'[17:15:10.108 26/09/2023]',-2.138096,-20.03483,-1.62858,-4.036115,-4.222492,-11.80963,0.7280478,8.090591
'[17:15:10.116 26/09/2023]',0.2117448,27.66959,-1.722892,-2.14874,1.445851,-2.601608,15.1543,25.96185
'[17:15:10.124 26/09/2023]',0.2433374,67.91663,7.707358,2.824972,4.606175,1.962826,7.997505,12.58468
'[17:15:10.132 26/09/2023]',-7.178375,15.43616,0.3773187,-5.249813,-2.107845,-3.239237,-17.40429,-27.50693
'[17:15:10.140 26/09/2023]',-2.752658,21.33995,-1.796857,-6.862187,-1.275913,1.712608,7.365359,-1.202366
'[17:15:10.148 26/09/2023]',3.248989,-63.0926,5.77627,2.043,-0.9540371,0.002717868,14.90884,-30.76212
'[17:15:10.156 26/09/2023]',-4.91057,12.00374,3.510123,2.982416,2.45516,7.111557,-10.10235,42.99837
'[17:15:10.164 26/09/2023]',8.055609,-59.89019,7.118697,3.565322,6.599047,3.491679,-1.454339,-32.97876
'[17:15:10.172 26/09/2023]',3.966451,0.8410603,-1.67256,2.298683,-3.054469,1.240783,-2.741523,11.0713
'[17:15:10.180 26/09/2023]',-8.319938,-0.1482715,-3.046597,-4.965705,-1.116165,-2.859008,-7.807805,21.40483
'[17:15:10.188 26/09/2023]',8.136587,-19.38126,6.144883,7.246162,2.797356,9.720651,5.740941,-39.1465
'[17:15:10.196 26/09/2023]',4.418316,-23.35424,1.41487,2.841791,0.8611704,-4.017736,-12.50334,-9.054724
'[17:15:10.204 26/09/2023]',-3.68794,31.33686,-6.169491,-3.683495,-2.554734,-2.826458,-2.026181,42.26198
'[17:15:10.212 26/09/2023]',-3.641746,25.9881,-3.8332,-1.377198,-5.249326,-4.114508,6.639802,16.11014
'[17:15:10.220 26/09/2023]',-5.203788,18.14312,-2.255143,-2.046942,-1.304109,-7.495975,-17.29877,1.638698
'[17:15:10.228 26/09/2023]',0.1213272,-32.85177,9.785463,1.09063,-0.4741901,-2.828532,10.09838,-47.07103
'[17:15:10.236 26/09/2023]',-9.167106,-12.19742,-2.590731,-7.158794,-7.530801,-3.863998,-3.088894,39.74161
'[17:15:10.244 26/09/2023]',2.477817,20.98601,-5.988049,0.4824421,1.582686,-0.3857756,-6.702236,5.679756
'[17:15:10.252 26/09/2023]',-10.17628,18.00632,-3.143888,2.735061,-1.382938,1.065321,7.462602,12.60782
'[17:15:10.260 26/09/2023]',7.928415,-3.488073,5.380817,3.534933,-1.623976,0.1314396,-10.00458,-9.962809
'[17:15:10.268 26/09/2023]',2.92661,-10.77442,2.710899,5.841997,2.221523,5.945725,6.473659,-9.637511
'[17:15:10.276 26/09/2023]',-1.542296,41.15921,-3.910614,-2.145672,0.3233029,-2.961663,-4.006793,24.15352
'[17:15:10.284 26/09/2023]',2.568897,-19.35729,1.497973,5.918872,0.7916516,7.402095,5.811151,-13.08986
'[17:15:10.292 26/09/2023]',5.079566,36.81726,2.337576,1.795376,2.288621,5.697708,4.049215,14.12389
'[17:15:10.300 26/09/2023]',2.311771,-9.156992,0.7080958,-4.140069,2.628865,5.285895,-8.255035,-2.546097
'[17:15:10.308 26/09/2023]',7.527407,-68.39088,11.98213,7.838077,7.662022,9.104277,9.5725,-67.21169
'[17:15:10.316 26/09/2023]',3.413465,24.83809,-3.762326,0.4718928,1.114243,5.24023,7.237483,-7.752792
'[17:15:10.324 26/09/2023]',-2.406559,30.29374,8.265794,5.7415,3.375313,1.290211,11.54319,13.69267
'[17:15:10.332 26/09/2023]',1.641185,15.33881,3.607141,-0.4878233,2.131641,2.032777,-0.5696297,3.962776
'[17:15:10.340 26/09/2023]',1.871094,82.19385,-0.04787363,1.973381,-1.853464,-2.38402,-17.44058,49.8345
'[17:15:10.348 26/09/2023]',9.392036,-5.905697,1.642927,7.71943,4.211042,5.975152,-8.648274,-30.13839
'[17:15:10.356 26/09/2023]',-6.324274,-19.92878,-6.484834,-1.464556,0.389427,-1.805853,-13.51872,12.93788
'[17:15:10.364 26/09/2023]',-7.915545,-25.80215,-3.142117,-0.3623862,-1.937351,-0.281588,-4.221008,40.40422
'[17:15:10.372 26/09/2023]',9.107474,-49.07494,5.922221,11.87482,13.31696,13.05747,9.345197,-55.81672
'[17:15:10.380 26/09/2023]',7.98056,23.97845,3.243474,7.218319,-0.8559594,3.736197,5.42149,10.05667
'[17:15:10.388 26/09/2023]',3.243834,-39.07421,5.374256,1.857546,4.579383,6.093314,10.41047,-0.02891743
'[17:15:10.396 26/09/2023]',-2.169677,25.75858,-0.06954265,3.545435,-3.56632,1.794155,-3.052505,36.72787
'[17:15:10.404 26/09/2023]',-4.730383,-51.15788,3.859254,4.322119,1.108991,3.852943,10.56742,-67.2498
'[17:15:10.412 26/09/2023]',-3.152763,-54.15324,-1.217898,-1.003685,-3.131574,-3.63162,12.53745,-7.232766
'[17:15:10.420 26/09/2023]',3.564511,-15.45538,4.168468,-0.4543334,6.364544,-0.7391558,-10.61339,1.271632
'[17:15:10.428 26/09/2023]',-8.155333,22.13365,-6.208979,-3.596478,-6.275673,-4.894761,7.517338,16.22479
'[17:15:10.436 26/09/2023]',1.155545,-32.46605,2.123805,1.65081,-2.640971,0.05865115,9.345778,-38.32732
'[17:15:10.444 26/09/2023]',-18.13863,25.81613,-13.42807,-15.38776,-23.73676,-11.48438,-12.3996,175.5139
'[17:15:10.452 26/09/2023]',14.8219,1.329237,10.85742,11.69964,14.33524,4.108969,-0.9702793,8.552045
'[17:15:10.460 26/09/2023]',14.41507,-9.710517,18.2872,16.8288,14.15589,13.81807,21.14223,-87.90845
'[17:15:10.468 26/09/2023]',8.740105,-100.8185,0.8602726,4.704611,7.396193,0.2925189,15.14249,-69.01549
'[17:15:10.476 26/09/2023]',-2.873584,-8.307273,3.040038,-1.567473,-3.70057,-6.694275,-3.591962,-8.490231
'[17:15:10.484 26/09/2023]',8.546561,-61.08199,9.577356,7.674773,5.542278,6.373904,8.443824,-86.20999
'[17:15:10.492 26/09/2023]',8.016537,41.97602,4.679865,5.209434,7.28445,10.36424,7.715089,1.282262
'[17:15:10.500 26/09/2023]',-5.375765,8.839619,-0.2684223,-2.371317,-6.292749,-12.57359,-5.699767,32.46722
'[17:15:10.508 26/09/2023]',-6.599374,-2.753547,-10.75921,-7.763793,-7.973485,-10.35581,-3.979646,12.30826
'[17:15:10.516 26/09/2023]',-1.700114,14.66558,1.017302,-1.246241,-3.484237,-1.456953,-2.776906,37.18608
'[17:15:10.524 26/09/2023]',5.796729,6.066635,11.62609,9.330382,7.160256,10.75498,4.078415,24.71353
'[17:15:10.532 26/09/2023]',2.267309,-8.751463,-0.3850758,3.046573,0.5572293,1.867889,15.74018,-13.21232
'[17:15:10.540 26/09/2023]',-2.635112,-3.113861,2.404345,0.2343787,5.966984,3.618501,7.274716,-5.223335
'[17:15:10.548 26/09/2023]',0.8671726,20.30317,2.56603,-5.038673,-1.353303,-5.059907,6.834466,-6.786194
'[17:15:10.556 26/09/2023]',-3.486844,21.65017,-3.526188,-3.125074,-1.738257,-4.324485,-11.94123,40.55526
'[17:15:10.564 26/09/2023]',-6.481363,-8.546062,-8.511084,-10.80774,-6.61635,-8.598849,-1.237447,-0.62804
'[17:15:10.572 26/09/2023]',2.78187,18.59047,3.129724,2.234064,4.691103,6.262761,-6.852341,10.28976
'[17:15:10.580 26/09/2023]',5.505823,56.22141,5.062839,5.503964,4.176348,5.334901,7.717892,-0.5578094
'[17:15:10.588 26/09/2023]',5.806805,-53.81065,2.069705,3.032753,4.641045,-1.051259,3.594772,-77.29949
'[17:15:10.596 26/09/2023]',-3.021698,0.9232818,-1.623887,-0.4341686,-5.02515,1.949492,-9.020192,-0.8513828
'[17:15:10.604 26/09/2023]',2.82929,-29.42465,6.859507,1.577423,3.808338,0.2282735,-2.837929,21.63457
'[17:15:10.612 26/09/2023]',-1.589962,-53.60458,5.825423,3.85412,3.575683,2.232406,13.01697,-59.33053
'[17:15:10.620 26/09/2023]',-2.129983,-1.898015,2.080066,2.692224,2.509536,2.935772,2.811101,18.14396
'[17:15:10.628 26/09/2023]',-0.8587001,-19.85846,0.3343041,2.517302,-1.712962,-0.6047338,-9.086679,-11.90241
'[17:15:10.636 26/09/2023]',-1.54323,42.25374,-2.41571,-4.633033,0.9894454,2.295366,6.860969,48.06587
'[17:15:10.644 26/09/2023]',7.675766,26.84224,0.5021208,7.014783,2.940936,3.137958,-2.015878,30.12673
'[17:15:10.652 26/09/2023]',4.000361,-4.063463,-0.3321499,2.241954,-5.812279,-2.940588,4.845678,14.90896
'[17:15:10.660 26/09/2023]',-0.534674,-38.02992,-7.042264,-0.7289044,-4.268205,0.3247475,16.16427,-10.96681
'[17:15:10.668 26/09/2023]',-2.901853,40.85236,2.45493,2.357704,0.5646661,3.829322,5.664718,0.946622
'[17:15:10.676 26/09/2023]',2.84466,-7.439551,-0.4563646,1.933117,2.168401,7.376555,5.148664,27.73952
'[17:15:10.684 26/09/2023]',8.97769,45.11277,6.858219,4.304953,7.551708,4.016042,-11.82364,19.34699
'[17:15:10.692 26/09/2023]',-3.274357,14.06597,-3.977952,0.1878703,-4.228236,0.6675693,27.79751,2.583847
'[17:15:10.700 26/09/2023]',3.053982,8.603678,2.484263,-0.6054152,6.095098,4.915417,1.310487,0.4847512
'[17:15:10.708 26/09/2023]',3.813588,38.42356,1.584539,-1.329122,-3.225321,4.493859,-0.9185647,57.73791
'[17:15:10.716 26/09/2023]',-0.5996727,45.75513,-1.060734,-0.4720306,-0.4713509,-1.146029,-7.144894,25.71577
'[17:15:10.724 26/09/2023]',-9.770453,-7.072325,-1.844687,-5.710623,-1.117027,-2.474585,-2.327297,1.387626
'[17:15:10.732 26/09/2023]',6.993934,-18.11213,-3.986117,8.848982,-3.212595,2.756116,3.110506,-18.3915
'[17:15:10.740 26/09/2023]',0.8200117,35.74995,5.028353,0.5430337,2.357565,6.872797,7.254892,15.26569
'[17:15:10.748 26/09/2023]',-4.047619,30.13657,2.489658,-0.7513859,0.1919041,3.081617,-7.063666,35.03029
'[17:15:10.756 26/09/2023]',-6.902084,-9.68932,-4.463578,-2.725535,-5.401748,-5.462121,2.947412,-7.330703
'[17:15:10.764 26/09/2023]',8.470748,-23.56805,7.55653,9.730184,5.110501,-1.607861,3.0181,-30.27028
'[17:15:10.772 26/09/2023]',4.740827,7.399724,3.524592,5.378109,8.114707,2.86007,15.74474,3.648118
'[17:15:10.780 26/09/2023]',7.497103,48.23353,-2.703469,3.217498,1.094807,5.899329,5.955662,27.62651
'[17:15:10.788 26/09/2023]',-5.619783,-7.555517,-5.595924,-9.511325,-4.889765,2.564786,14.26826,-35.03018
'[17:15:10.796 26/09/2023]',-0.7596544,24.08268,-3.174604,-4.266178,-2.570124,-3.624276,-12.12029,-16.4392
'[17:15:10.804 26/09/2023]',3.921534,13.3325,6.445817,4.958074,5.779521,12.0689,7.745027,-35.75067
'[17:15:10.812 26/09/2023]',0.1376301,-47.61447,-1.163928,2.886916,-0.6736116,-2.671305,-6.611214,-30.06239
'[17:15:10.820 26/09/2023]',10.05884,-48.36246,-0.8009359,-1.155946,1.171522,2.55955,4.260047,-55.65994
'[17:15:10.828 26/09/2023]',-8.23489,-33.14174,-1.017444,-3.23201,-4.777347,-10.68526,-16.21856,-8.989546
'[17:15:10.836 26/09/2023]',4.332006,-25.3968,-2.266171,0.3080182,5.408177,5.656222,-2.827168,10.06252
'[17:15:10.844 26/09/2023]',-5.81784,18.65419,-0.4930455,0.3715654,-3.678915,-1.18155,-8.652605,12.98611
'[17:15:10.852 26/09/2023]',-1.297559,43.03078,3.005996,-0.06091952,2.068859,2.400429,8.732937,50.69132
'[17:15:10.860 26/09/2023]',4.482854,-23.04944,6.061944,9.62606,2.916138,5.265818,20.29692,-23.55003
'[17:15:10.868 26/09/2023]',0.1093462,-12.03736,-0.7012056,-1.603982,-2.957419,-11.56484,-4.100101,-23.657
'[17:15:10.876 26/09/2023]',-7.131111,-16.29284,-8.718699,-7.328666,-9.307483,-10.85683,-13.58804,-18.39773
'[17:15:10.884 26/09/2023]',-11.51557,-94.05656,-7.074645,-13.31856,-8.663211,-10.20753,-2.873858,-29.52013
'[17:15:10.892 26/09/2023]',7.300696,9.838963,6.015228,5.174919,8.712211,11.83636,-3.088676,-6.201481
'[17:15:10.900 26/09/2023]',3.959691,-5.780157,1.313478,5.577278,3.19319,6.200873,9.531084,-9.159754
'[17:15:10.908 26/09/2023]',0.4920303,1.400958,1.308123,-2.71666,2.86674,-1.915136,6.826734,-10.01868
'[17:15:10.916 26/09/2023]',6.313237,-75.46989,3.468893,3.97192,1.527863,2.320561,18.81263,-52.25145
'[17:15:10.924 26/09/2023]',-4.702468,23.6011,-1.911556,-5.06864,-8.067108,-2.627626,-3.357248,-8.007655
'[17:15:10.932 26/09/2023]',-1.14267,-11.46803,-0.2685399,8.80125,6.521695,6.667728,-6.374096,-23.97263
'[17:15:10.940 26/09/2023]',-2.918743,-6.886123,-5.380994,-0.4359368,1.081769,-3.230898,15.64643,4.639235
'[17:15:10.948 26/09/2023]',3.596451,-6.506794,3.629736,6.53741,3.041647,-2.284051,0.9360234,-19.01404
'[17:15:10.956 26/09/2023]',5.320868,21.51384,-10.09078,-1.833558,2.032503,4.652957,-9.999913,16.85321
'[17:15:10.964 26/09/2023]',6.06077,35.40868,-0.02807254,0.747857,0.5297513,5.867509,-3.409752,26.843
'[17:15:10.972 26/09/2023]',5.652925,17.23433,-1.840767,0.8959253,-1.594224,7.556418,-7.355458,25.66782
'[17:15:10.980 26/09/2023]',-7.768236,-32.53737,-1.890458,1.602025,-0.3701721,-1.153182,-16.46195,-19.22502
'[17:15:10.988 26/09/2023]',1.373658,16.02124,-4.110754,0.146852,-5.101365,2.625102,-12.34003,13.78915
'[17:15:10.996 26/09/2023]',8.218439,-20.5071,0.6210605,6.162938,2.799113,9.85661,15.10873,-54.01464
'[17:15:11.004 26/09/2023]',0.6038074,65.43785,4.620202,2.147045,-1.411086,-2.89821,-2.903663,16.75607
'[17:15:11.012 26/09/2023]',8.891079,-5.71563,-3.064368,4.641799,5.249269,3.654998,0.7381589,-34.40908
'[17:15:11.020 26/09/2023]',-3.222151,82.93797,1.718849,-1.099765,-6.596995,-0.9198563,-16.99679,46.29234
'[17:15:11.028 26/09/2023]',2.501384,-80.46677,5.919616,2.666809,3.397639,8.18412,16.30104,-29.19988
'[17:15:11.036 26/09/2023]',-4.828986,-47.12049,-0.3976556,-6.938343,0.8339806,-4.774811,6.642364,-14.87471
'[17:15:11.044 26/09/2023]',-1.597769,-41.3674,-0.3331301,-2.689755,-1.746473,-5.198714,1.592565,-29.57401
'[17:15:11.052 26/09/2023]',4.556457,-24.36562,2.18747,-4.14152,4.076342,2.266008,-3.799192,26.18908
'[17:15:11.060 26/09/2023]',9.873169,10.58194,-0.2523361,6.465353,5.207566,5.431629,-11.40355,9.023093
'[17:15:11.068 26/09/2023]',1.066031,64.51343,10.0395,-2.316346,0.5223086,0.7201758,0.84365,26.55145
'[17:15:11.076 26/09/2023]',-0.94779,-8.524199,-0.2424316,-2.316504,0.4351795,2.149939,-3.404853,20.57142
'[17:15:11.084 26/09/2023]',3.934179,8.496951,0.9076788,1.211399,2.637434,1.083047,8.251325,10.47701
'[17:15:11.092 26/09/2023]',3.318923,-16.61101,0.9842545,0.3694922,-0.5444521,-3.43645,16.03771,-14.57592
'[17:15:11.100 26/09/2023]',2.345233,-0.5859957,-2.387422,-1.739057,-3.897228,1.465364,-5.815869,5.039344
'[17:15:11.108 26/09/2023]',-4.028819,-30.78262,9.752953,2.472936,4.753658,3.049844,4.740466,-23.25875
'[17:15:11.116 26/09/2023]',4.436202,10.69388,-0.2463767,1.07508,6.284132,-1.182768,13.18585,-18.84974
'[17:15:11.124 26/09/2023]',4.957295,-8.411421,-5.611982,0.8122097,-2.127337,-1.660054,6.721193,-10.27734
'[17:15:11.132 26/09/2023]',0.1619027,30.5359,1.092613,-2.6344,0.1961392,-5.109064,10.06839,24.53374
'[17:15:11.140 26/09/2023]',7.735849,-18.40767,-4.876089,-0.497313,1.001135,-6.594604,-2.333641,-12.71286
'[17:15:11.148 26/09/2023]',8.819918,-2.672662,4.858309,5.781636,6.736059,1.588157,17.91698,-7.503304
'[17:15:11.156 26/09/2023]',4.321947,10.86552,4.192312,2.004885,2.140993,-2.896105,4.915039,-1.659176
'[17:15:11.164 26/09/2023]',-3.56882,37.15461,-0.302964,-4.908271,3.394888,4.302073,-6.143963,45.58566
'[17:15:11.172 26/09/2023]',14.14548,-14.49734,6.246798,10.46145,4.150579,5.633991,0.7329544,-14.70035
'[17:15:11.180 26/09/2023]',5.746606,-1.4097,8.11025,6.591609,5.70607,6.741838,0.2759597,-38.8926
'[17:15:11.188 26/09/2023]',7.194836,37.73228,7.069553,6.136944,5.461833,5.821126,8.860261,71.10452
'[17:15:11.196 26/09/2023]',-9.785107,52.47719,-9.50773,-11.73336,-10.6965,-9.272512,-1.399922,65.66011
'[17:15:11.204 26/09/2023]',-0.07314254,-38.6555,0.2903288,3.945467,-2.419624,-3.690476,-2.492912,-24.22231
'[17:15:11.212 26/09/2023]',0.7824892,51.31615,4.371016,-0.2211177,3.862881,3.089889,-14.88654,-14.29263
'[17:15:11.220 26/09/2023]',-8.815405,64.98743,1.271409,-7.225417,-1.326754,-6.600941,12.03551,45.20709
'[17:15:11.228 26/09/2023]',-6.847103,-0.649662,-5.556406,-2.241937,-0.954114,-6.095294,-11.22179,-19.68694
'[17:15:11.236 26/09/2023]',-5.627049,-89.22984,-1.834964,-0.8288259,1.331377,-1.159809,-11.50803,-22.73002
'[17:15:11.244 26/09/2023]',10.70316,248.8519,10.74605,7.967113,11.37432,10.01307,-4.633127,-122.7271
'[17:15:11.252 26/09/2023]',-22.80877,-37.8719,-25.35489,-32.00737,-29.94728,-31.288,-32.34886,95.12913
'[17:15:11.260 26/09/2023]',-15.42961,88.7137,-14.99101,-22.85262,-22.32278,-19.52908,-13.81136,118.6682
'[17:15:11.268 26/09/2023]',-6.098789,70.71788,-7.078612,-8.569224,-5.916364,-1.32098,-22.79637,74.1012
'[17:15:11.276 26/09/2023]',-3.613253,99.53292,3.374748,3.637211,1.860188,-1.362228,-6.813892,86.37917
'[17:15:11.284 26/09/2023]',-8.319751,57.19862,-5.655131,-7.99143,-8.045299,-8.829523,-10.29695,58.67249
'[17:15:11.292 26/09/2023]',0.5162262,32.26564,-5.351345,-5.123659,-4.816923,-1.993525,-14.27061,24.82653
'[17:15:11.300 26/09/2023]',0.8198695,29.31318,0.4047662,2.220762,7.722153,2.271255,24.99997,-30.1786
'[17:15:11.308 26/09/2023]',2.243999,44.28641,3.555993,5.712728,8.872236,9.481265,2.169955,3.605736
'[17:15:11.316 26/09/2023]',3.280895,-39.77827,10.83742,8.261115,7.350197,-1.373388,-0.7533287,-48.05508
'[17:15:11.324 26/09/2023]',-10.40543,-3.149168,-8.240382,-11.79364,-7.655957,-11.22893,-17.29494,32.5511
'[17:15:11.332 26/09/2023]',-12.40438,62.1854,-14.69664,-15.18405,-9.939663,-9.682603,-16.58968,90.08305
'[17:15:11.340 26/09/2023]',-12.59661,81.47517,-12.58833,-13.25437,-10.5765,-11.78416,-22.71402,105.7547
'[17:15:11.348 26/09/2023]',3.081284,-12.98617,-1.864905,2.000107,-0.1285335,1.91873,3.765425,32.87983
'[17:15:11.356 26/09/2023]',12.38733,32.11689,8.268588,16.71084,7.422411,12.85361,16.1378,15.65438
'[17:15:11.364 26/09/2023]',6.727873,20.13055,-0.4881113,1.529824,-0.06769717,-7.322481,-7.391583,3.413981
'[17:15:11.372 26/09/2023]',-4.433087,5.246008,-1.859172,1.466121,-4.287415,-5.624623,-10.83125,-6.270375
'[17:15:11.380 26/09/2023]',3.034004,-28.46926,-3.548656,2.789542,2.986717,3.157666,7.66964,-21.9297
'[17:15:11.388 26/09/2023]',-4.233794,-13.20752,-1.864051,-5.044102,-9.998205,-7.387729,-4.364155,4.924386
'[17:15:11.396 26/09/2023]',-4.066142,-66.99153,9.156106,3.461163,6.920991,6.019423,10.26888,-24.95424
'[17:15:11.404 26/09/2023]',2.3123,20.18136,3.18581,1.70748,-0.3585097,1.575747,16.65028,1.829025
'[17:15:11.412 26/09/2023]',4.03591,-38.36731,2.897694,7.091573,9.827258,3.099426,16.74345,-63.40162
'[17:15:11.420 26/09/2023]',3.485272,-39.03429,4.286627,-4.925009,0.2828282,-13.44048,1.355682,-27.92974
'[17:15:11.428 26/09/2023]',12.53696,-44.74341,1.710496,7.85119,6.253568,11.35426,14.52702,-73.77089
'[17:15:11.436 26/09/2023]',-2.281968,-23.43616,-4.038913,1.867668,3.484113,6.4044,10.09472,16.33811
'[17:15:11.444 26/09/2023]',-6.878901,23.09089,-1.246094,-1.342839,0.7781462,-3.27108,12.32752,-6.581018
'[17:15:11.452 26/09/2023]',5.723793,1.383568,-4.519576,-1.061648,-0.4524753,-0.3739044,-17.29144,-1.403784
'[17:15:11.460 26/09/2023]',-5.041225,18.78474,-0.02852911,-7.397321,-5.207143,-8.94438,-10.40066,22.59449
'[17:15:11.468 26/09/2023]',11.19908,-20.18754,13.2357,10.65984,12.25737,6.76284,13.39703,-30.7421
'[17:15:11.476 26/09/2023]',-8.25099,27.79693,4.873325,-4.974036,1.11107,0.2045097,4.558174,20.49889
'[17:15:11.484 26/09/2023]',-2.032766,66.51531,-6.293778,-5.187421,-0.1445688,1.386496,-2.449679,47.23895
'[17:15:11.492 26/09/2023]',7.938969,-39.56103,0.7129248,0.9167284,1.044493,5.660722,3.150896,-20.29004
'[17:15:11.500 26/09/2023]',-1.804162,-18.63114,-10.9763,-5.568345,-4.465617,-6.3766,-0.8060351,-9.604895
'[17:15:11.508 26/09/2023]',-0.113734,117.9761,-5.685387,-2.606826,-3.688104,-7.735197,3.445514,88.94616
'[17:15:11.516 26/09/2023]',7.363851,-15.40857,7.944047,4.661773,5.189376,5.488992,11.36478,-31.55609
'[17:15:11.524 26/09/2023]',0.06650858,33.40919,3.232596,-2.244167,0.5966317,-3.397751,3.368538,-21.62486
'[17:15:11.532 26/09/2023]',-6.238417,-54.10006,0.5054115,4.134682,-1.000714,-1.514124,1.308687,-22.1319
'[17:15:11.540 26/09/2023]',6.186253,-39.73764,-3.129681,1.516855,1.467998,3.818387,17.36532,-23.10525
'[17:15:11.548 26/09/2023]',0.7547979,-124.4235,-2.723455,-5.623364,-2.842287,-3.10347,0.1412624,-55.38441
'[17:15:11.556 26/09/2023]',-0.6996355,-14.28551,3.99445,-3.479329,0.4456052,-1.488129,-5.404793,-25.03697
'[17:15:11.564 26/09/2023]',-5.855524,-8.737298,-0.1898637,-13.96563,-5.484043,-8.517633,-2.194903,-17.10846
'[17:15:11.572 26/09/2023]',1.421728,40.83686,2.625445,2.032059,0.602751,0.7254766,-0.2700356,51.87701
'[17:15:11.580 26/09/2023]',-4.153141,-46.37811,3.893285,0.1975299,0.08260699,3.985469,1.881818,-31.58533
'[17:15:11.588 26/09/2023]',-2.823658,16.92523,1.878227,1.729726,1.85316,3.866378,-1.401774,17.77419
'[17:15:11.596 26/09/2023]',8.951624,19.17546,0.8916855,-1.743285,9.453615,8.943027,-8.877781,4.520294
'[17:15:11.604 26/09/2023]',-4.168063,-0.4917043,-5.364058,-6.335662,-0.6124161,3.430241,3.17822,9.760227
'[17:15:11.612 26/09/2023]',0.5509256,-18.26752,-0.3146057,0.909475,0.06298914,4.586011,3.265744,4.818227
'[17:15:11.620 26/09/2023]',-12.1982,96.4944,-6.910391,0.2735775,-1.27512,0.04390778,13.32763,63.67777
'[17:15:11.628 26/09/2023]',0.8583006,62.04388,0.4912659,3.963104,-2.786715,-6.400717,0.3264409,47.13714
'[17:15:11.636 26/09/2023]',-0.6875089,-49.48166,2.473667,4.120956,-1.323889,1.385076,4.682824,-49.80478
'[17:15:11.644 26/09/2023]',1.938128,9.80315,2.548658,2.323375,0.9397104,3.919929,-2.780581,26.04358
'[17:15:11.652 26/09/2023]',2.879904,-55.69977,4.592503,4.862589,2.866149,4.880724,5.17547,-63.10863
'[17:15:11.660 26/09/2023]',-0.8039311,0.1652978,1.901408,0.2376411,-2.00099,-5.241934,2.711484,-10.96767
'[17:15:11.668 26/09/2023]',9.79437,25.58345,5.96784,10.07492,10.21616,12.3019,6.471453,3.49437
'[17:15:11.676 26/09/2023]',4.530776,-10.1319,3.717302,5.157138,7.869708,3.014456,9.257346,-23.18552
'[17:15:11.684 26/09/2023]',3.806716,19.80848,1.492985,2.895937,1.53581,0.785154,-5.34788,15.30664
'[17:15:11.692 26/09/2023]',9.801699,3.007586,1.148234,4.422933,3.731928,7.033768,3.059525,-16.73948
'[17:15:11.700 26/09/2023]',4.743063,36.6352,-3.884688,-3.845731,-2.31842,-2.67776,-4.92788,57.29559
'[17:15:11.708 26/09/2023]',-3.630634,21.60957,-3.927852,-6.770529,-9.87482,-4.77678,-8.042482,23.72755
'[17:15:11.716 26/09/2023]',-5.865332,49.24698,-11.84954,-9.245388,-6.344205,-3.083561,-3.614963,24.28991
'[17:15:11.724 26/09/2023]',-5.135843,65.02332,-2.449635,-1.650328,-3.632494,-6.008582,1.779176,15.56071
'[17:15:11.732 26/09/2023]',-1.027167,63.8604,3.88596,-3.350831,0.7859413,0.1718807,-7.018123,22.33304
'[17:15:11.740 26/09/2023]',1.431142,-60.54558,5.582254,2.828055,4.66217,2.818525,12.12159,-27.17452
'[17:15:11.748 26/09/2023]',1.514626,-48.51815,-0.5008956,1.038752,2.848889,4.205365,0.9187949,-0.02210521
'[17:15:11.756 26/09/2023]',-4.555877,20.39342,3.868498,2.187302,0.2863101,-0.3889651,6.775082,18.46021
'[17:15:11.764 26/09/2023]',1.347576,-53.49546,-0.6185625,0.9542114,0.004402115,-4.356772,4.130136,-27.65354
